direction,level,design,k,draw,n_days,n_rpf,energy_iou,energy_precision,day_precision,sure_day_recall,fp,fn,rate_uncertain,single_class_stations
beta->alpha,station,random,108,19,9345,3021,0.8663975616902168,0.8850769486785002,0.9763779527559056,0.9030122476001324,66,293,0.13879079721776352,3.0
beta->alpha,station,review,9,0,10335,3328,0.8712696826692117,0.9131587126111065,0.9892058596761758,0.7710336538461539,28,762,0.03347847121432027,5.0
beta->alpha,station,review,9,1,10335,3326,0.8711856553484684,0.9122169776789849,0.9842873176206509,0.791040288634997,42,695,0.06105466860183841,5.0
beta->alpha,station,review,9,2,10335,3330,0.8708991065427995,0.9077684226883519,0.993006993006993,0.7675675675675676,18,774,0.03880019351717465,5.0
beta->alpha,station,review,9,3,10335,3329,0.8706632019539564,0.9061532298935587,0.9891219891219891,0.764794232502253,28,783,0.08079342041606193,5.0
beta->alpha,station,review,9,4,10335,3330,0.8738663645899463,0.9110657630211272,0.9889101338432122,0.7765765765765765,29,744,0.0420899854862119,5.0
beta->alpha,station,review,9,5,10335,3328,0.8725763584803203,0.9038863867987843,0.9850267379679144,0.8302283653846154,42,565,0.0382196419932269,4.0
beta->alpha,station,review,9,6,10335,3327,0.8723779477975594,0.9174277799509314,0.9869067103109657,0.7249774571686204,32,915,0.06105466860183841,6.0
beta->alpha,station,review,9,7,10335,3330,0.8727269164933531,0.8962279303963835,0.9841433988279904,0.8573573573573574,46,475,0.04489598451862603,3.0
beta->alpha,station,review,9,8,10335,3328,0.8716772637455502,0.9025615548956635,0.983303730017762,0.8317307692307693,47,560,0.036284470246734396,4.0
beta->alpha,station,review,9,9,10335,3331,0.8732136226725886,0.9047499115702131,0.984521238300936,0.8210747523266286,43,596,0.06066763425253991,4.0
beta->alpha,station,review,9,10,10335,3329,0.872724431779089,0.8945763572057883,0.9849624060150376,0.8657254430759987,44,447,0.024189646831156264,3.0
beta->alpha,station,review,9,11,10335,3334,0.8733706716258671,0.8957194042215728,0.9878514404720583,0.853629274145171,35,488,0.023028543783260764,3.0
beta->alpha,station,review,9,12,10335,3330,0.8723015115703745,0.9021152110684815,0.9849042709867453,0.8033033033033034,41,655,0.03260764392839865,4.0
beta->alpha,station,review,9,13,10335,3327,0.8722256131618855,0.9045098732352262,0.9808456812432237,0.8157499248572287,53,613,0.07556845670053217,5.0
beta->alpha,station,review,9,14,10335,3330,0.8701434634702728,0.8910225668703513,0.9820538384845464,0.8873873873873874,54,375,0.04760522496371553,3.0
beta->alpha,station,review,9,15,10335,3326,0.87388983361885,0.918581900018557,0.9872794419368075,0.7233914612146722,31,920,0.045960328979196906,6.0
beta->alpha,station,review,9,16,10335,3329,0.8731429486332922,0.9086184471222747,0.9829028737722808,0.8116551516972064,47,627,0.06850507982583454,4.0
beta->alpha,station,review,9,17,10335,3328,0.8742304341074033,0.9205218669213907,0.9933054393305439,0.7133413461538461,16,954,0.04073536526366715,6.0
beta->alpha,station,review,9,18,10335,3327,0.873656044634719,0.9103398925753041,0.9870918754745635,0.7814848211602043,34,727,0.03492985002418965,5.0
beta->alpha,station,review,9,19,10335,3332,0.8698761863926947,0.8911356035942339,0.9825268817204301,0.8775510204081632,52,408,0.031059506531204643,3.0
beta->alpha,station,review,18,0,10245,3278,0.8693392301477736,0.8907706019589599,0.9800675675675675,0.8849908480780964,59,377,0.0746705710102489,3.0
beta->alpha,station,review,18,1,10245,3275,0.8676639682182643,0.8876108239053371,0.9777260638297872,0.8980152671755726,67,334,0.05583211322596388,3.0
beta->alpha,station,review,18,2,10245,3278,0.8701601633253264,0.900799192200617,0.9800214056368177,0.8380109823062843,56,531,0.054660810151293315,4.0
beta->alpha,station,review,18,3,10245,3277,0.8688154790316194,0.8901297481145872,0.982894286691755,0.876716509002136,50,404,0.033284529038555395,3.0
beta->alpha,station,review,18,4,10245,3275,0.8701873061029137,0.9017972782214104,0.9816017316017316,0.8308396946564885,51,554,0.04509516837481698,4.0
beta->alpha,station,review,18,5,10245,3280,0.868850754777378,0.889795967265624,0.9814377320283496,0.8865853658536585,55,372,0.06012689116642265,3.0
beta->alpha,station,review,18,6,10245,3274,0.8691766511662552,0.8984201498170516,0.980050779833152,0.8252901649358583,55,572,0.06305514885309907,4.0
beta->alpha,station,review,18,7,10245,3274,0.8677803680655889,0.8880056526740309,0.977561955793704,0.8915699450213805,67,355,0.09282576866764275,3.0
beta->alpha,station,review,18,8,10245,3273,0.8707843043990317,0.9018875643753633,0.9790334044065387,0.8417354109379774,59,518,0.07750122010736944,4.0
beta->alpha,station,review,18,9,10245,3276,0.8687363744907459,0.8890313794082578,0.9788377561303325,0.8894993894993894,63,362,0.04001952171791118,3.0
beta->alpha,station,review,18,10,10245,3276,0.8722096914441887,0.8945577748754759,0.9859943977591037,0.8595848595848596,40,460,0.034553440702781844,3.0
beta->alpha,station,review,18,11,10245,3276,0.8694091769020131,0.8900825365155978,0.9791596638655462,0.8891941391941391,62,363,0.05836993655441679,3.0
beta->alpha,station,review,18,12,10245,3279,0.8691181958714028,0.8894873228065402,0.9794127573405332,0.8850259225373589,61,377,0.04070278184480234,3.0
beta->alpha,station,review,18,13,10245,3276,0.8662192832554418,0.8866683643574264,0.9767981438515081,0.8995726495726496,70,329,0.054660810151293315,3.0
beta->alpha,station,review,18,14,10245,3281,0.8703333046918633,0.891979672120854,0.9836407935955447,0.8613227674489485,47,455,0.02869692532942899,3.0
beta->alpha,station,review,18,15,10245,3281,0.8726223726467319,0.8955524460017845,0.9872971065631616,0.8527887839073454,36,483,0.03162518301610542,3.0
beta->alpha,station,review,18,16,10245,3276,0.8727495673798485,0.9055058652936745,0.9884328358208955,0.8086080586080586,31,627,0.033284529038555395,4.0
beta->alpha,station,review,18,17,10245,3276,0.8702489510131818,0.9016199220624008,0.9808595160707837,0.8290598290598291,53,560,0.04480234260614934,4.0
beta->alpha,station,review,18,18,10245,3275,0.8676587908930432,0.887762861819304,0.9776144336785834,0.8934351145038167,67,349,0.06871644704734016,3.0
beta->alpha,station,review,18,19,10245,3277,0.8679518750436914,0.8887970574609886,0.9814565070802428,0.8883124809276778,55,366,0.03982430453879941,3.0
beta->alpha,station,review,27,0,10155,3226,0.8663764087868228,0.8876945753039756,0.9810082872928176,0.8806571605703658,55,385,0.033382570162481535,3.0
beta->alpha,station,review,27,1,10155,3223,0.8665293209285431,0.892298694254233,0.9817784256559767,0.8358672044678871,50,529,0.04569177744953225,4.0
beta->alpha,station,review,27,2,10155,3230,0.8686421972793998,0.8904131632503498,0.9823346033945272,0.8780185758513932,51,394,0.041851304775972424,3.0
beta->alpha,station,review,27,3,10155,3230,0.8673879008577903,0.8889097907451139,0.982297813259285,0.8761609907120743,51,400,0.03879862136878385,3.0
beta->alpha,station,review,27,4,10155,3223,0.8688800288164775,0.8900347976704059,0.9813278008298755,0.8805460750853242,54,385,0.03032988675529296,3.0
beta->alpha,station,review,27,5,10155,3230,0.8674230214376366,0.8890170848107857,0.9807029634734665,0.8811145510835914,56,384,0.04982767109798129,3.0
beta->alpha,station,review,27,6,10155,3231,0.8682605111482361,0.8900040426312815,0.9825174825174825,0.8696997833488084,50,421,0.028163466272772032,3.0
beta->alpha,station,review,27,7,10155,3229,0.8684905074673287,0.9006364712253961,0.9823659074210139,0.8281201610405698,48,555,0.03535204332840965,4.0
beta->alpha,station,review,27,8,10155,3227,0.8670511642727396,0.8887316893270765,0.9809424809424809,0.8772854044003718,55,396,0.029935992122107336,3.0
beta->alpha,station,review,27,9,10155,3228,0.8679930762406427,0.8895097293242902,0.9802904564315352,0.8782527881040892,57,393,0.0465780403741999,3.0
beta->alpha,station,review,27,10,10155,3223,0.8644371586927543,0.8851829987446078,0.9783929777177582,0.8991622711759231,64,325,0.05091088133924175,3.0
beta->alpha,station,review,27,11,10155,3229,0.8677203623933094,0.8896301339637146,0.9821989528795811,0.8714772375348405,51,415,0.024519940915805023,3.0
beta->alpha,station,review,27,12,10155,3227,0.8644911508783361,0.8846338479237064,0.9755771160923385,0.9036256585063527,73,311,0.05504677498769079,3.0
beta->alpha,station,review,27,13,10155,3224,0.8667902701654536,0.8889209263618252,0.9841883345045678,0.8687965260545906,45,423,0.024224519940915804,3.0
beta->alpha,station,review,27,14,10155,3234,0.8678045301651403,0.8894473416766641,0.9813471502590674,0.87847866419295,54,393,0.034367306745445594,3.0
beta->alpha,station,review,27,15,10155,3234,0.8697324632966629,0.8924203729897836,0.9867904319885755,0.8546691403834261,37,470,0.027966518956179222,3.0
beta->alpha,station,review,27,16,10155,3224,0.8677058792587143,0.8888673995881688,0.979381443298969,0.8839950372208437,60,374,0.0603643525356967,3.0
beta->alpha,station,review,27,17,10155,3227,0.8684012747810512,0.890490475008408,0.9829387186629527,0.8748063216609855,49,404,0.03466272772033481,3.0
beta->alpha,station,review,27,18,10155,3221,0.8645722123970735,0.8851349374362992,0.9778911564625851,0.8925799441167339,65,346,0.04795667159034958,3.0
beta->alpha,station,review,27,19,10155,3222,0.8687506271255666,0.9007519441740794,0.9799270072992701,0.8333333333333334,55,537,0.059182668636139836,4.0
beta->alpha,station,review,54,0,9885,3081,0.8654135590294292,0.8883469553793517,0.9818181818181818,0.8763388510223953,50,381,0.0451188669701568,3.0
beta->alpha,station,review,54,1,9885,3085,0.8619137157426349,0.8846096889970775,0.9832239241429613,0.8739059967585089,46,389,0.03378856853818918,3.0
beta->alpha,station,review,54,2,9885,3083,0.8620454448414034,0.8843152823019494,0.978167501789549,0.8864742134284788,61,350,0.034597875569044007,3.0
beta->alpha,station,review,54,3,9885,3079,0.8603008116952929,0.8814176102791798,0.9761735419630156,0.891523221825268,67,334,0.049165402124430956,3.0
beta->alpha,station,review,54,4,9885,3077,0.8609195265989859,0.882438011458815,0.9780575539568346,0.8836529086772831,61,358,0.046130500758725344,3.0
beta->alpha,station,review,54,5,9885,3085,0.8621320674694383,0.8846139460145066,0.9801944544472452,0.8823338735818477,55,363,0.04046535154274153,3.0
beta->alpha,station,review,54,6,9885,3082,0.8622028841875099,0.8846813695116756,0.981798325445941,0.8750811161583387,50,385,0.03520485584218513,3.0
beta->alpha,station,review,54,7,9885,3075,0.8621566251224864,0.8832369593918348,0.9771754636233951,0.8910569105691057,64,335,0.055842185128983306,3.0
beta->alpha,station,review,54,8,9885,3076,0.8606626715535456,0.8828623886363449,0.9801587301587301,0.8832899869960988,55,359,0.040768841679312086,3.0
beta->alpha,station,review,54,9,9885,3084,0.8606046010738801,0.882513637451575,0.9768847795163584,0.8907263294422828,65,337,0.04127465857359636,3.0
beta->alpha,station,review,54,10,9885,3087,0.8631460430663327,0.8843645733511483,0.9773210489014883,0.8934240362811792,64,329,0.04693980778958017,3.0
beta->alpha,station,review,54,11,9885,3082,0.8621211360860497,0.8847222678519188,0.9809077809798271,0.8835171966255678,53,359,0.04542235710672737,3.0
beta->alpha,station,review,54,12,9885,3084,0.8621963220112369,0.883496112089058,0.976637168141593,0.8946173800259404,66,325,0.04501770359129995,3.0
beta->alpha,station,review,54,13,9885,3084,0.8606250695902896,0.882593959667992,0.9786324786324786,0.8910505836575876,60,336,0.038239757207890746,3.0
beta->alpha,station,review,54,14,9885,3081,0.863199936411728,0.885414673172239,0.9795845272206304,0.8876987990912042,57,346,0.0501770359129995,3.0
beta->alpha,station,review,54,15,9885,3079,0.8617483018437325,0.8840639032060887,0.9801587301587301,0.8824293601818772,55,362,0.042994436014162876,3.0
beta->alpha,station,review,54,16,9885,3082,0.8632259572563691,0.8850847963377826,0.9791965566714491,0.8857884490590525,58,352,0.054729387961557914,3.0
beta->alpha,station,review,54,17,9885,3077,0.8607263998482867,0.8816325567218432,0.9748251748251748,0.9060773480662984,72,289,0.06757713707637836,3.0
beta->alpha,station,review,54,18,9885,3087,0.8624968904121469,0.8849996602221533,0.9810977826245002,0.8743116294136702,52,388,0.03237228123419322,3.0
beta->alpha,station,review,54,19,9885,3083,0.8621446739685344,0.8848374145686357,0.9807692307692307,0.8767434317223484,53,380,0.03662114314618108,3.0
beta->alpha,station,review,108,0,9345,2815,0.8565082192494722,0.8803344509431726,0.9762939549585145,0.877797513321492,60,344,0.04312466559657571,3.0
beta->alpha,station,review,108,1,9345,2816,0.853410506179903,0.8768058051293469,0.9766521567075583,0.8764204545454546,59,348,0.039700374531835204,3.0
beta->alpha,station,review,108,2,9345,2813,0.8530300423393294,0.8766282163321679,0.9756862745098039,0.8844649840028439,62,325,0.04184055644729802,3.0
beta->alpha,station,review,108,3,9345,2814,0.8529391640919695,0.876769223054204,0.9752261108926464,0.8813077469793887,63,334,0.041091492776886035,3.0
beta->alpha,station,review,108,4,9345,2820,0.852678271940023,0.8762019565768124,0.9750681729645501,0.8875886524822695,64,317,0.04975922953451043,3.0
beta->alpha,station,review,108,5,9345,2812,0.8556473965646715,0.8788318711749307,0.9766627771295215,0.8929587482219061,60,301,0.04665596575708935,3.0
beta->alpha,station,review,108,6,9345,2814,0.8553654334730787,0.8788925460606504,0.9778305621536025,0.8777540867093105,56,344,0.04012841091492777,3.0
beta->alpha,station,review,108,7,9345,2811,0.8576748191250744,0.8807639784209457,0.9782866166600869,0.8815368196371398,55,333,0.04291064740502943,3.0
beta->alpha,station,review,108,8,9345,2808,0.8542223849789754,0.8781219888647976,0.9785373608903021,0.8767806267806267,54,346,0.044515783841626536,3.0
beta->alpha,station,review,108,9,9345,2816,0.8543259657921649,0.8781150218744767,0.9768536681051393,0.8842329545454546,59,326,0.04344569288389513,3.0
beta->alpha,station,review,108,10,9345,2817,0.8543974535396606,0.8778412840841862,0.977326968973747,0.8722044728434505,57,360,0.04184055644729802,3.0
beta->alpha,station,review,108,11,9345,2809,0.854154537146655,0.8768279977776238,0.975724353954581,0.8871484514061944,62,317,0.05029427501337614,3.0
beta->alpha,station,review,108,12,9345,2808,0.8532141346223162,0.8774579656708397,0.9788254095085897,0.8725071225071225,53,358,0.0415195291599786,3.0
beta->alpha,station,review,108,13,9345,2809,0.8533791534880225,0.8776968355466761,0.9793404847040127,0.8775364898540405,52,344,0.03616907437132156,3.0
beta->alpha,station,review,108,14,9345,2807,0.8577600815011589,0.8814352655700293,0.9776357827476039,0.8721054506590666,56,359,0.040235420010700906,3.0
beta->alpha,station,review,108,15,9345,2813,0.8564608883955548,0.8807081649998179,0.9784172661870504,0.8702452897262709,54,365,0.03563402889245586,3.0
beta->alpha,station,review,108,16,9345,2826,0.8578140668628852,0.881942898331754,0.9806094182825484,0.8768577494692145,49,348,0.04237560192616372,3.0
beta->alpha,station,review,108,17,9345,2818,0.8527238085193696,0.8763068502090584,0.9769170579029735,0.8860894251242015,59,321,0.04173354735152488,3.0
beta->alpha,station,review,108,18,9345,2817,0.8563877607186369,0.8802684232648008,0.9785373608903021,0.8739794107206248,54,355,0.035098983413590155,3.0
beta->alpha,station,review,108,19,9345,2795,0.8565867338581713,0.8802915958656197,0.9772545889864326,0.8762075134168158,57,346,0.039058319957196365,3.0
