direction,level,design,k,draw,n_days,n_rpf,energy_iou,energy_precision,day_precision,sure_day_recall,fp,fn,rate_uncertain,single_class_stations
alpha->beta,station,random,18,5,2161,430,0.867200452793678,0.942296996858546,0.9257425742574258,0.8697674418604651,30,56,0.03840814437760296,1.0
alpha->beta,station,random,18,6,2161,437,0.9003948466006512,0.9235334038250574,0.8138613861386138,0.9405034324942791,94,26,0.07635354002776493,3.0
alpha->beta,station,random,18,7,2161,430,0.8858472708025295,0.9113237153006128,0.8255578093306288,0.9465116279069767,86,23,0.05599259602036094,2.0
alpha->beta,station,random,18,8,2161,434,0.8749458065043622,0.8890428006963729,0.8132295719844358,0.9631336405529954,96,16,0.024988431281813973,3.0
alpha->beta,station,random,18,9,2161,432,0.8988235287397484,0.9430808644381365,0.941031941031941,0.8865740740740741,24,49,0.031929662193428965,2.0
alpha->beta,station,random,18,10,2161,441,0.8805847188732056,0.897864702499669,0.7672727272727272,0.9569160997732427,128,19,0.14437760296159186,3.0
alpha->beta,station,random,18,11,2161,432,0.9090960821393991,0.9382652074154458,0.9322429906542056,0.9236111111111112,29,33,0.027764923646459973,2.0
alpha->beta,station,random,18,12,2161,437,0.9022726784035121,0.9238682857888391,0.9059080962800875,0.9473684210526315,43,23,0.02822767237390097,2.0
alpha->beta,station,random,18,13,2161,438,0.8917072645585913,0.9506886212306416,0.9485861182519281,0.8424657534246576,20,69,0.04211013419713096,1.0
alpha->beta,station,random,18,14,2161,435,0.88815218319867,0.9256661656800483,0.8886363636363637,0.8988505747126436,49,44,0.02869042110134197,2.0
alpha->beta,station,random,18,15,2161,440,0.8847807040700145,0.9407725705851283,0.8609865470852018,0.8727272727272727,62,56,0.036094400740397964,3.0
alpha->beta,station,random,18,16,2161,435,0.8563082081247798,0.9019966831253876,0.8329764453961456,0.8942528735632184,78,46,0.20546043498380379,2.0
alpha->beta,station,random,18,17,2161,430,0.8860612997512799,0.9084406762713303,0.7966804979253111,0.8930232558139535,98,46,0.04627487274409996,3.0
alpha->beta,station,random,18,18,2161,431,0.8823989822942429,0.8982768551083093,0.8583333333333333,0.9559164733178654,68,19,0.0994909763998149,2.0
alpha->beta,station,random,18,19,2161,433,0.8780858323019616,0.9452364911712016,0.8976744186046511,0.8914549653579676,44,47,0.03007866728366497,1.0
alpha->beta,station,random,27,0,2089,423,0.8985514340772716,0.9458878955313366,0.9411764705882353,0.8699763593380615,23,55,0.03398755385351843,1.0
alpha->beta,station,random,27,1,2089,415,0.9013561468983609,0.9527298013444693,0.9607329842931938,0.8843373493975903,15,48,0.03303015797032073,1.0
alpha->beta,station,random,27,2,2089,430,0.8965197936240239,0.9403511057573999,0.9343434343434344,0.8604651162790697,26,60,0.03207276208712303,2.0
alpha->beta,station,random,27,3,2089,417,0.872879318184926,0.9058749685941475,0.9054726368159204,0.8729016786570744,38,53,0.03542364767831498,2.0
alpha->beta,station,random,27,4,2089,416,0.8988070839406109,0.937216240805965,0.9140811455847255,0.9206730769230769,36,33,0.032551460028721876,2.0
alpha->beta,station,random,27,5,2089,420,0.8963739129588723,0.9327821770195661,0.9264705882352942,0.9,30,42,0.03350885591191958,2.0
alpha->beta,station,random,27,6,2089,430,0.88777955569795,0.9421995371661908,0.8912529550827423,0.8767441860465116,46,53,0.060794638583054096,2.0
alpha->beta,station,random,27,7,2089,421,0.8854549791801805,0.906103081285568,0.8816964285714286,0.9382422802850356,53,26,0.027285782671134514,2.0
alpha->beta,station,random,27,8,2089,418,0.900905276649271,0.9409836345131632,0.928395061728395,0.8995215311004785,29,42,0.02967927237912877,2.0
alpha->beta,station,random,27,9,2089,423,0.8731179640323911,0.9190697429005529,0.9242424242424242,0.8652482269503546,30,57,0.03303015797032073,2.0
alpha->beta,station,random,27,10,2089,416,0.8856439801876376,0.9068587402447197,0.8981481481481481,0.9326923076923077,44,28,0.023456199138343705,2.0
alpha->beta,station,random,27,11,2089,424,0.8859477345801675,0.9072395444625688,0.8856502242152466,0.9316037735849056,51,29,0.02584968884633796,2.0
alpha->beta,station,random,27,12,2089,426,0.8897734257652494,0.9134287863234234,0.8728070175438597,0.9342723004694836,58,28,0.028721876495931067,2.0
alpha->beta,station,random,27,13,2089,422,0.8955708050746631,0.940854321045003,0.9160671462829736,0.9052132701421801,35,40,0.031115366203925323,2.0
alpha->beta,station,random,27,14,2089,419,0.903820719590661,0.9321404194367884,0.8823529411764706,0.9307875894988067,52,29,0.05552896122546673,2.0
alpha->beta,station,random,27,15,2089,417,0.9044104350805096,0.9254051316281141,0.8618421052631579,0.9424460431654677,63,24,0.13977979894686454,2.0
alpha->beta,station,random,27,16,2089,414,0.9011248776217785,0.9234916442511255,0.9078014184397163,0.927536231884058,39,30,0.03781713738630924,2.0
alpha->beta,station,random,27,17,2089,426,0.870646700656963,0.9384540673104781,0.8721461187214612,0.8967136150234741,56,44,0.0636668262326472,2.0
alpha->beta,station,random,27,18,2089,427,0.8847601626229799,0.9114535514253642,0.9045454545454545,0.9320843091334895,42,29,0.028243178554332216,2.0
alpha->beta,station,random,27,19,2089,411,0.8983283410194929,0.928804114172489,0.9093078758949881,0.927007299270073,38,30,0.028721876495931067,2.0
alpha->beta,station,random,54,0,1873,372,0.8978437264083167,0.9509572990027502,0.960960960960961,0.8602150537634409,13,52,0.03897490656700481,1.0
alpha->beta,station,random,54,1,1873,380,0.8948991602664464,0.9236417613543324,0.9234828496042217,0.9210526315789473,29,30,0.027762947143619862,1.0
alpha->beta,station,random,54,2,1873,377,0.8980670806545553,0.9363067245045583,0.931129476584022,0.896551724137931,25,39,0.03577148958889482,2.0
alpha->beta,station,random,54,3,1873,367,0.8986799800221424,0.925507554781429,0.9074074074074074,0.9346049046321526,35,24,0.026695141484249868,2.0
alpha->beta,station,random,54,4,1873,375,0.9040327702517348,0.938361027464409,0.8743589743589744,0.9093333333333333,49,34,0.06994127068873465,2.0
alpha->beta,station,random,54,5,1873,375,0.8678577083665893,0.9493127865385603,0.9396551724137931,0.872,21,48,0.03897490656700481,1.0
alpha->beta,station,random,54,6,1873,360,0.907684013845811,0.928913961882978,0.9132791327913279,0.9361111111111111,32,23,0.029364655632674853,2.0
alpha->beta,station,random,54,7,1873,375,0.8873005928186578,0.919348190308741,0.9151193633952255,0.92,32,30,0.030432461292044848,1.0
alpha->beta,station,random,54,8,1873,365,0.9047041860596876,0.9301809292029856,0.9277777777777778,0.915068493150685,26,31,0.028830752802989856,2.0
alpha->beta,station,random,54,9,1873,371,0.8987806347552724,0.9293312294006116,0.928374655647383,0.9083557951482479,26,34,0.030432461292044848,1.0
alpha->beta,station,random,54,10,1873,363,0.8917718856723643,0.9401254138786043,0.9411764705882353,0.8815426997245179,20,43,0.03310197544046983,2.0
alpha->beta,station,random,54,11,1873,374,0.9011682403703553,0.951342357216063,0.9523809523809523,0.8556149732620321,16,54,0.03416978109983983,2.0
alpha->beta,station,random,54,12,1873,362,0.8751007272830569,0.8942990636651581,0.8386308068459658,0.9475138121546961,66,19,0.13240790176187933,2.0
alpha->beta,station,random,54,13,1873,378,0.9031604520019972,0.9334900301794414,0.9371584699453552,0.9074074074074074,23,35,0.02989855846235985,2.0
alpha->beta,station,random,54,14,1873,374,0.896628136499155,0.9391673086054848,0.884514435695538,0.9010695187165776,44,37,0.14095034703683929,2.0
alpha->beta,station,random,54,15,1873,369,0.8888866021845071,0.9302499121902118,0.9322033898305084,0.8943089430894309,24,39,0.030432461292044848,2.0
alpha->beta,station,random,54,16,1873,375,0.8969184636030995,0.9300556437845211,0.9380281690140845,0.888,22,42,0.034703683929524824,1.0
alpha->beta,station,random,54,17,1873,375,0.8932371232531559,0.923853747908558,0.9272237196765498,0.9173333333333333,27,31,0.028830752802989856,2.0
alpha->beta,station,random,54,18,1873,367,0.9130654673671733,0.9381688470881673,0.9191374663072777,0.9291553133514986,30,26,0.03203416978109984,1.0
alpha->beta,station,random,54,19,1873,366,0.902371583042023,0.9287730606636764,0.9211956521739131,0.9262295081967213,29,27,0.030432461292044848,1.0
alpha->beta,station,random,108,0,1441,277,0.9074087014995397,0.9564489329182728,0.9647058823529412,0.8880866425992779,9,31,0.02914642609299098,1.0
alpha->beta,station,random,108,1,1441,271,0.9144708997536994,0.9385313199896932,0.9571984435797666,0.9077490774907749,11,25,0.033310201249132546,1.0
alpha->beta,station,random,108,2,1441,254,0.9083143234040494,0.9331369535652393,0.9433198380566802,0.9173228346456693,14,21,0.031228313671061762,1.0
alpha->beta,station,random,108,3,1441,278,0.8901666471034372,0.9514353013663749,0.953125,0.8776978417266187,12,34,0.03608605135322693,1.0
alpha->beta,station,random,108,4,1441,275,0.9006636028329357,0.9291816224893673,0.9298892988929889,0.9163636363636364,19,23,0.027064538514920196,1.0
alpha->beta,station,random,108,5,1441,288,0.8931201730642905,0.9456500619092182,0.9655172413793104,0.875,9,36,0.030534351145038167,1.0
alpha->beta,station,random,108,6,1441,279,0.9062110426273763,0.9333840889362515,0.9514925373134329,0.9139784946236559,13,24,0.029840388619014575,1.0
alpha->beta,station,random,108,7,1441,278,0.9234094728475198,0.9441497794509045,0.9420289855072463,0.935251798561151,16,18,0.027758501040943788,2.0
alpha->beta,station,random,108,8,1441,270,0.898415478692247,0.9334387209057298,0.9207547169811321,0.9037037037037037,21,26,0.02914642609299098,1.0
alpha->beta,station,random,108,9,1441,278,0.9033946225650418,0.9345508152938903,0.9381818181818182,0.9280575539568345,17,20,0.029840388619014575,2.0
alpha->beta,station,random,108,10,1441,290,0.9160190529586778,0.9625780154698137,0.9595588235294118,0.9,11,29,0.030534351145038167,1.0
alpha->beta,station,random,108,11,1441,279,0.909049264547049,0.9542839951898981,0.9615384615384616,0.8960573476702509,10,29,0.0395558639833449,1.0
alpha->beta,station,random,108,12,1441,262,0.8953814480527783,0.9379905216164445,0.92578125,0.9045801526717557,19,25,0.033310201249132546,2.0
alpha->beta,station,random,108,13,1441,282,0.9072916031264058,0.9484936190981283,0.9347826086956522,0.9148936170212766,18,24,0.02914642609299098,2.0
alpha->beta,station,random,108,14,1441,291,0.8968249894402284,0.9451570613105112,0.9589552238805971,0.8831615120274914,11,34,0.03608605135322693,2.0
alpha->beta,station,random,108,15,1441,255,0.9014800614399369,0.9422524219219102,0.9458333333333333,0.8901960784313725,13,28,0.0395558639833449,1.0
alpha->beta,station,random,108,16,1441,252,0.8984173809008507,0.9449707995806086,0.9411764705882353,0.8888888888888888,14,28,0.03539208882720333,1.0
alpha->beta,station,random,108,17,1441,276,0.9246535315350282,0.9452616510091946,0.947565543071161,0.9166666666666666,14,23,0.03608605135322693,1.0
alpha->beta,station,random,108,18,1441,281,0.9050240211373829,0.9310641173461524,0.931899641577061,0.9252669039145908,19,21,0.034004163775156145,1.0
alpha->beta,station,random,108,19,1441,273,0.8887805058470991,0.9155099336095314,0.9191176470588235,0.9157509157509157,22,23,0.027064538514920196,1.0
alpha->beta,station,review,9,0,2233,441,0.8760217672756306,0.8924970260041213,0.8373015873015873,0.9569160997732427,82,19,0.14420062695924765,1.0
alpha->beta,station,review,9,1,2233,446,0.8915897448523673,0.926897267349098,0.9246575342465754,0.9080717488789237,33,41,0.03179579041648007,1.0
alpha->beta,station,review,9,2,2233,446,0.8877353783368239,0.9434737985761535,0.9331797235023042,0.9080717488789237,29,41,0.033139274518584866,1.0
alpha->beta,station,review,9,3,2233,443,0.8586852069628245,0.8971711812182197,0.8555045871559633,0.8419864559819413,63,70,0.11240483654276757,1.0
alpha->beta,station,review,9,4,2233,444,0.9005670560058864,0.9227239559332846,0.8919491525423728,0.9481981981981982,51,23,0.03045230631437528,1.0
alpha->beta,station,review,9,5,2233,442,0.8935209280052708,0.9142753404792311,0.8432539682539683,0.9615384615384616,79,17,0.028660994178235557,1.0
alpha->beta,station,review,9,6,2233,440,0.8983957962924464,0.9188365476511798,0.8765690376569037,0.9522727272727273,59,21,0.03045230631437528,1.0
alpha->beta,station,review,9,7,2233,444,0.867584011687803,0.9178532640809846,0.8957816377171216,0.8130630630630631,42,83,0.04567845947156292,1.0
alpha->beta,station,review,9,8,2233,444,0.8961783244858503,0.9182795742829404,0.8959660297239915,0.9504504504504504,49,22,0.02910882221227049,1.0
alpha->beta,station,review,9,9,2233,443,0.8915130724847924,0.9182043339660646,0.8571428571428571,0.9480812641083521,70,23,0.02821316614420063,1.0
alpha->beta,station,review,9,10,2233,442,0.8864169544856152,0.9284544267387513,0.9501312335958005,0.8190045248868778,19,80,0.039856695029108824,1.0
alpha->beta,station,review,9,11,2233,441,0.8683434979154313,0.8961592490737277,0.8639175257731959,0.9501133786848073,66,22,0.10434393193013883,1.0
alpha->beta,station,review,9,12,2233,444,0.8891908502892306,0.9109678272883914,0.8627049180327869,0.9481981981981982,67,23,0.03000447828034035,1.0
alpha->beta,station,review,9,13,2233,443,0.900639223902699,0.9226250456342416,0.8978723404255319,0.9525959367945824,48,21,0.027317510076130765,1.0
alpha->beta,station,review,9,14,2233,443,0.9015973150457033,0.9302799113615281,0.9229024943310657,0.9187358916478555,34,36,0.02821316614420063,1.0
alpha->beta,station,review,9,15,2233,443,0.8968629999102572,0.9178111661406901,0.8483033932135728,0.9593679458239278,76,18,0.07344379758172861,1.0
alpha->beta,station,review,9,16,2233,439,0.8900813329194432,0.9090325933278371,0.842,0.958997722095672,79,18,0.027317510076130765,1.0
alpha->beta,station,review,9,17,2233,441,0.8788778958840922,0.893713251017042,0.8304093567251462,0.9659863945578231,87,15,0.07254814151365875,1.0
alpha->beta,station,review,9,18,2233,442,0.8881402153934996,0.9080207680618808,0.8271119842829077,0.9524886877828054,88,21,0.03493058665472459,1.0
alpha->beta,station,review,9,19,2233,447,0.8996581712221166,0.9241728380066032,0.9220489977728286,0.9261744966442953,35,33,0.07523510971786834,1.0
alpha->beta,station,review,18,0,2161,415,0.8883141542483879,0.9100635670032856,0.8931818181818182,0.946987951807229,47,22,0.03007866728366497,1.0
alpha->beta,station,review,18,1,2161,417,0.8918590909060082,0.9173875809358893,0.9214285714285714,0.9280575539568345,33,30,0.03146691346598797,1.0
alpha->beta,station,review,18,2,2161,416,0.8879007670132931,0.9139210765552838,0.8990610328638498,0.9206730769230769,43,33,0.03285515964831097,1.0
alpha->beta,station,review,18,3,2161,413,0.8745351572159153,0.892946522085986,0.8559139784946237,0.9636803874092009,67,15,0.025913928736695974,1.0
alpha->beta,station,review,18,4,2161,412,0.877267657459229,0.895710475205938,0.8736141906873615,0.9563106796116505,57,18,0.025451180009254976,1.0
alpha->beta,station,review,18,5,2161,417,0.8836082099216909,0.9111629974054088,0.8997555012224939,0.882494004796163,41,49,0.03424340583063397,1.0
alpha->beta,station,review,18,6,2161,419,0.8929605334398969,0.9135769975627607,0.8921348314606742,0.9474940334128878,48,22,0.027302174919018974,1.0
alpha->beta,station,review,18,7,2161,413,0.8783163421546168,0.8967041886364568,0.8816964285714286,0.9564164648910412,53,18,0.025451180009254976,1.0
alpha->beta,station,review,18,8,2161,416,0.8872491184138973,0.9158010847364553,0.9057971014492754,0.9014423076923077,39,41,0.03239241092086997,1.0
alpha->beta,station,review,18,9,2161,413,0.8757008449370953,0.8932901725807463,0.8662280701754386,0.9564164648910412,61,18,0.02961591855622397,1.0
alpha->beta,station,review,18,10,2161,415,0.9047168448361116,0.9291816825993918,0.9367396593673966,0.927710843373494,26,30,0.029153169828782972,1.0
alpha->beta,station,review,18,11,2161,418,0.8787671321968695,0.8965891530204654,0.8736383442265795,0.9593301435406698,58,17,0.02313743637204998,1.0
alpha->beta,station,review,18,12,2161,418,0.8831705756462186,0.903450125269557,0.8997722095671982,0.9449760765550239,44,23,0.025451180009254976,1.0
alpha->beta,station,review,18,13,2161,421,0.87960072804803,0.8986550439473872,0.8898876404494382,0.9406175771971497,49,25,0.026839426191577972,1.0
alpha->beta,station,review,18,14,2161,416,0.874888113256118,0.899462137478465,0.8705882352941177,0.8894230769230769,55,46,0.03933364183248496,1.0
alpha->beta,station,review,18,15,2161,417,0.8686905556817065,0.9165617220328022,0.8958333333333334,0.8249400479616307,40,73,0.04211013419713096,1.0
alpha->beta,station,review,18,16,2161,420,0.8954850178603162,0.920476743705213,0.9122401847575058,0.9404761904761905,38,25,0.026376677464136973,1.0
alpha->beta,station,review,18,17,2161,418,0.8945439142019013,0.9371401324528297,0.9249394673123487,0.9138755980861244,31,36,0.03146691346598797,1.0
alpha->beta,station,review,18,18,2161,418,0.8861333748100495,0.9195857080146798,0.9029850746268657,0.868421052631579,39,55,0.03933364183248496,1.0
alpha->beta,station,review,18,19,2161,420,0.8861762203585936,0.9084888330141685,0.8986175115207373,0.9285714285714286,44,30,0.03054141601110597,1.0
alpha->beta,station,review,27,0,2089,392,0.8739081377519536,0.901444560532739,0.9043927648578811,0.8928571428571429,37,42,0.031115366203925323,1.0
alpha->beta,station,review,27,1,2089,392,0.8831253831073026,0.9150309255916289,0.9260273972602739,0.8622448979591837,27,54,0.03446625179511728,1.0
alpha->beta,station,review,27,2,2089,385,0.8773308107446859,0.8991788768586432,0.8957816377171216,0.9376623376623376,42,24,0.028243178554332216,1.0
alpha->beta,station,review,27,3,2089,387,0.8914538369632812,0.9151400513391769,0.914572864321608,0.9405684754521964,34,23,0.031594064145524174,1.0
alpha->beta,station,review,27,4,2089,392,0.8803048796489262,0.9025559066259037,0.8997555012224939,0.9387755102040817,41,24,0.027285782671134514,1.0
alpha->beta,station,review,27,5,2089,393,0.8789867805490528,0.9019577919229479,0.9081885856079405,0.9312977099236641,37,27,0.028243178554332216,1.0
alpha->beta,station,review,27,6,2089,388,0.8733139851449393,0.8934736184179333,0.8926829268292683,0.9432989690721649,44,22,0.026807084729535663,1.0
alpha->beta,station,review,27,7,2089,385,0.8789952609893615,0.899945795477525,0.8970588235294118,0.9506493506493506,42,19,0.028721876495931067,1.0
alpha->beta,station,review,27,8,2089,389,0.8880629021196791,0.9105071973545724,0.8997555012224939,0.9460154241645244,41,21,0.02967927237912877,1.0
alpha->beta,station,review,27,9,2089,394,0.8784814165033363,0.9005477223413166,0.8953771289537713,0.934010152284264,43,26,0.027764480612733365,1.0
alpha->beta,station,review,27,10,2089,382,0.8810974924507748,0.9004666795813363,0.8696682464454977,0.9607329842931938,55,15,0.02920057443752992,1.0
alpha->beta,station,review,27,11,2089,392,0.8770114482526506,0.8942924656403854,0.8833333333333333,0.9464285714285714,49,21,0.026328386787936812,1.0
alpha->beta,station,review,27,12,2089,390,0.8884066912006193,0.91107104452726,0.908641975308642,0.9435897435897436,37,22,0.028243178554332216,1.0
alpha->beta,station,review,27,13,2089,392,0.8677112642125279,0.8992812823426407,0.887434554973822,0.8647959183673469,43,53,0.03350885591191958,1.0
alpha->beta,station,review,27,14,2089,393,0.8749761164988875,0.8947365972713306,0.8886198547215496,0.9338422391857506,46,26,0.02920057443752992,1.0
alpha->beta,station,review,27,15,2089,389,0.8723657879390724,0.8958375029930313,0.8863636363636364,0.9023136246786633,45,38,0.031594064145524174,1.0
alpha->beta,station,review,27,16,2089,394,0.8945143061068443,0.9224423684593003,0.9304123711340206,0.916243654822335,27,33,0.031594064145524174,1.0
alpha->beta,station,review,27,17,2089,390,0.8741968133576062,0.8993024820402759,0.9067357512953368,0.8974358974358975,36,40,0.03015797032072762,1.0
alpha->beta,station,review,27,18,2089,388,0.8622483201119027,0.8942225080378657,0.893048128342246,0.8608247422680413,40,54,0.034944949736716135,1.0
alpha->beta,station,review,27,19,2089,391,0.8885801629254184,0.9159368457498774,0.9302949061662198,0.887468030690537,26,44,0.03590234561991384,1.0
alpha->beta,station,review,54,0,1873,309,0.8711523302961982,0.8918128188363734,0.8742690058479532,0.9676375404530745,43,10,0.027762947143619862,1.0
alpha->beta,station,review,54,1,1873,319,0.8815843097535392,0.9164450324146071,0.9195046439628483,0.9310344827586207,26,22,0.027762947143619862,1.0
alpha->beta,station,review,54,2,1873,315,0.8803108207087356,0.9011068680474953,0.9027355623100304,0.9428571428571428,32,18,0.030432461292044848,1.0
alpha->beta,station,review,54,3,1873,313,0.8686257202706416,0.8931119699139479,0.9049079754601227,0.9424920127795527,31,18,0.030432461292044848,1.0
alpha->beta,station,review,54,4,1873,309,0.871277165485433,0.9005024951244498,0.9053627760252366,0.9288025889967637,30,22,0.03310197544046983,1.0
alpha->beta,station,review,54,5,1873,309,0.8663762902296751,0.8899216439617272,0.8825301204819277,0.948220064724919,39,16,0.028830752802989856,1.0
alpha->beta,station,review,54,6,1873,308,0.8712820168821986,0.892030723466288,0.8902439024390244,0.948051948051948,36,16,0.02829684997330486,1.0
alpha->beta,station,review,54,7,1873,313,0.8730166262042759,0.897965519565993,0.9074074074074074,0.939297124600639,30,19,0.02989855846235985,1.0
alpha->beta,station,review,54,8,1873,315,0.8769245893450354,0.9001772900213436,0.8952095808383234,0.9492063492063492,35,16,0.03203416978109984,1.0
alpha->beta,station,review,54,9,1873,314,0.8662175960969322,0.8911822241774398,0.9046153846153846,0.9363057324840764,31,20,0.027762947143619862,1.0
alpha->beta,station,review,54,10,1873,319,0.8779943515638051,0.9001154331813989,0.9121212121212121,0.9435736677115988,29,18,0.030966364121729845,1.0
alpha->beta,station,review,54,11,1873,316,0.8663414874049984,0.8847104801943881,0.8839285714285714,0.939873417721519,39,19,0.03310197544046983,1.0
alpha->beta,station,review,54,12,1873,305,0.8735515876106409,0.9019375752119769,0.8954248366013072,0.898360655737705,32,31,0.03416978109983983,1.0
alpha->beta,station,review,54,13,1873,316,0.8743656325317876,0.9001386757921267,0.91875,0.930379746835443,26,22,0.028830752802989856,1.0
alpha->beta,station,review,54,14,1873,312,0.8789408293659081,0.8953178669852304,0.8782608695652174,0.9711538461538461,42,9,0.030432461292044848,1.0
alpha->beta,station,review,54,15,1873,316,0.8727430105330098,0.8971223132051152,0.9051987767584098,0.9367088607594937,31,20,0.028830752802989856,1.0
alpha->beta,station,review,54,16,1873,312,0.882595023595698,0.9007705863969528,0.8902077151335311,0.9615384615384616,37,12,0.028830752802989856,1.0
alpha->beta,station,review,54,17,1873,311,0.8795695981143002,0.9011902747238297,0.9040247678018576,0.9389067524115756,31,19,0.03203416978109984,1.0
alpha->beta,station,review,54,18,1873,317,0.8800792976137959,0.9055660384827573,0.9138461538461539,0.9369085173501577,28,20,0.027762947143619862,1.0
alpha->beta,station,review,54,19,1873,315,0.8726999562889501,0.8957162366836612,0.8982035928143712,0.9523809523809523,34,15,0.02829684997330486,1.0
alpha->beta,station,review,108,0,1441,192,0.8686920641858924,0.897618663879384,0.905940594059406,0.953125,19,9,0.02359472588480222,1.0
alpha->beta,station,review,108,1,1441,194,0.8677874749862078,0.9021991646023435,0.9414893617021277,0.9123711340206185,11,17,0.024288688410825817,1.0
alpha->beta,station,review,108,2,1441,190,0.8837728571789415,0.9143034906392372,0.9375,0.9473684210526315,12,10,0.021512838306731435,1.0
alpha->beta,station,review,108,3,1441,187,0.8960365100825816,0.9176396619468449,0.923469387755102,0.9679144385026738,15,6,0.020818875780707843,1.0
alpha->beta,station,review,108,4,1441,192,0.8757590101178936,0.9054531578992927,0.927461139896373,0.9322916666666666,14,13,0.11519777931991672,1.0
alpha->beta,station,review,108,5,1441,191,0.8671347390570371,0.8996404260288394,0.9267015706806283,0.9267015706806283,14,14,0.021512838306731435,1.0
alpha->beta,station,review,108,6,1441,190,0.8935708980025587,0.9324732349629036,0.9453551912568307,0.9105263157894737,10,17,0.020124913254684247,1.0
alpha->beta,station,review,108,7,1441,180,0.8692314899078866,0.8918613626313242,0.91005291005291,0.9555555555555556,17,8,0.01943095072866065,1.0
alpha->beta,station,review,108,8,1441,189,0.8833730078219348,0.9077885722774889,0.923469387755102,0.9576719576719577,15,8,0.01943095072866065,1.0
alpha->beta,station,review,108,9,1441,193,0.8753415120725055,0.9058951116207082,0.9278350515463918,0.9326424870466321,14,13,0.021512838306731435,1.0
alpha->beta,station,review,108,10,1441,198,0.8782221069103848,0.9062382773462658,0.9253731343283582,0.9393939393939394,15,12,0.022900763358778626,1.0
alpha->beta,station,review,108,11,1441,193,0.8728259308466814,0.8945817039967484,0.9195979899497487,0.9481865284974094,16,10,0.018043025676613464,1.0
alpha->beta,station,review,108,12,1441,192,0.8675350470566112,0.9013390359033665,0.9414893617021277,0.921875,11,15,0.024288688410825817,1.0
alpha->beta,station,review,108,13,1441,197,0.8700501472612091,0.905321026690378,0.9378238341968912,0.9187817258883249,12,16,0.020818875780707843,1.0
alpha->beta,station,review,108,14,1441,196,0.8793100342661476,0.9172057647670012,0.9521276595744681,0.9132653061224489,9,17,0.024288688410825817,1.0
alpha->beta,station,review,108,15,1441,188,0.8704533083616298,0.9003735932301191,0.9226804123711341,0.9521276595744681,15,9,0.02359472588480222,1.0
alpha->beta,station,review,108,16,1441,186,0.8815925701510948,0.9138506961781367,0.9263157894736842,0.946236559139785,14,10,0.01943095072866065,1.0
alpha->beta,station,review,108,17,1441,185,0.8665884983628414,0.8948106038782858,0.9157894736842105,0.9405405405405406,16,11,0.020818875780707843,1.0
alpha->beta,station,review,108,18,1441,191,0.8829508937568797,0.9135971970406266,0.9319371727748691,0.9319371727748691,13,13,0.027758501040943788,1.0
alpha->beta,station,review,108,19,1441,191,0.8728129388646537,0.9027783949459058,0.9315789473684211,0.9267015706806283,13,14,0.022900763358778626,1.0
beta->alpha,k0_source_pair,-,0,0,10425,3381,0.8741830166907575,0.9347037147440697,0.99906191369606,0.6299911268855368,2,1251,0.05064748201438849,
beta->alpha,all_labels_intercept,-,-1,0,10425,3381,0.8712171716797019,0.8917178172828927,0.9828665568369028,0.8822833481218575,52,398,0.023597122302158272,
beta->alpha,R0_within_cohort,-,-1,0,10425,3381,0.8692058067623027,0.8885742368962344,0.9773162939297124,0.9047619047619048,71,322,0.026091127098321343,
beta->alpha,population,random,9,0,10425,3381,0.875773340501388,0.9088224957879089,0.9901103081019399,0.7698905649216208,26,778,0.13630695443645083,1.0
beta->alpha,population,random,9,1,10425,3381,0.8711037379203831,0.911109874963649,0.9910714285714286,0.7551020408163265,23,828,0.1358273381294964,2.0
beta->alpha,population,random,9,2,10425,3381,0.8724741247524704,0.8959837306641869,0.9868101353696633,0.8408754806270334,38,538,0.1223021582733813,1.0
beta->alpha,population,random,9,3,10425,3381,0.8720227579415527,0.9017353803235083,0.9806763285024155,0.8405797101449275,56,539,0.05151079136690648,1.0
beta->alpha,population,random,9,4,10425,3381,0.8708901014834639,0.8916206103217633,0.9804241435562806,0.8887902987281869,60,376,0.1381294964028777,0.0
beta->alpha,population,random,9,5,10425,3381,0.8577847531829124,0.9120509235458393,0.9933070866141732,0.74622892635315,17,858,0.0339568345323741,0.0
beta->alpha,population,random,9,6,10425,3381,0.8765220410874738,0.9053980672295453,0.9850746268656716,0.8198757763975155,42,609,0.08047961630695444,0.0
beta->alpha,population,random,9,7,10425,3381,0.8742815784692808,0.9002846537297401,0.9868186676166726,0.8192842354333038,37,611,0.13851318944844124,0.0
beta->alpha,population,random,9,8,10425,3381,0.8717150104336315,0.8924848602903737,0.9829116003943477,0.8846495119787046,52,390,0.22916067146282973,1.0
beta->alpha,population,random,9,9,10425,3381,0.8744809111477214,0.9063598085609341,0.9912713472485768,0.7725524992605738,23,769,0.13381294964028778,1.0
beta->alpha,population,random,9,10,10425,3381,0.8694175743382573,0.8998491717348334,0.9865961199294533,0.8272700384501627,38,584,0.04086330935251799,1.0
beta->alpha,population,random,9,11,10425,3381,0.8765139025507587,0.9112731342297065,0.9911093931194433,0.7583555161194913,23,817,0.10426858513189448,1.0
beta->alpha,population,random,9,12,10425,3381,0.8728414842916671,0.8946673060240805,0.9874277947672443,0.8595090209997043,37,475,0.13995203836930456,0.0
beta->alpha,population,random,9,13,10425,3381,0.8756974978307019,0.9093467783559586,0.9897142857142858,0.7684117125110914,27,783,0.13419664268585133,2.0
