weight_id,search_origin,weight_F1,weight_F3,weight_F4,excluded_outer_substation,inner_substations,inner_macro_precision,inner_macro_recall,inner_macro_f1,inner_pooled_tp,inner_pooled_fp,inner_pooled_fn,mean_inner_threshold,minimum_inner_threshold,maximum_inner_threshold,selection_context
weight_0131,grid,0.5,0.25,0.25,beta_A,7,0.604506579755624,0.6705357779475427,0.600121389615498,379,104,66,0.501451449734824,0.37143057584762573,0.5537922978401184,outer_holdout_beta_A
weight_0132,grid,0.5,0.30000000000000004,0.2,beta_A,7,0.6109674782154974,0.6536108989050166,0.5957072715383075,367,97,78,0.4867351991789682,0.34873783588409424,0.5472444891929626,outer_holdout_beta_A
weight_0133,grid,0.5,0.35000000000000003,0.15000000000000002,beta_A,7,0.5737381181320053,0.6591846193022664,0.5816792895570287,375,122,70,0.4220700945172991,0.29225069284439087,0.5194641351699829,outer_holdout_beta_A
weight_0134,grid,0.5,0.4,0.1,beta_A,7,0.5871593625175258,0.6420512689924455,0.5823784695657126,362,107,83,0.39216049228395733,0.3326534926891327,0.5045472383499146,outer_holdout_beta_A
weight_0135,grid,0.5,0.45,0.05,beta_A,7,0.552751024735404,0.7082697563874033,0.6079870624643285,411,128,34,0.32392832211085726,0.31703415513038635,0.36406034231185913,outer_holdout_beta_A
weight_0136,grid,0.55,0.05,0.4,beta_A,7,0.6533377006598845,0.6554110856463797,0.6299375380860432,368,69,77,0.7025884730475289,0.5999398231506348,0.730588436126709,outer_holdout_beta_A
weight_0137,grid,0.55,0.1,0.35000000000000003,beta_A,7,0.672614878724712,0.65365639589169,0.64365416892213,368,51,77,0.6679541894367763,0.643871545791626,0.6785231828689575,outer_holdout_beta_A
weight_0138,grid,0.55,0.15000000000000002,0.30000000000000004,beta_A,7,0.6890555503146302,0.6757645361174773,0.6685870535013743,383,49,62,0.6120854531015668,0.6119771599769592,0.6127352118492126,outer_holdout_beta_A
weight_0139,grid,0.55,0.2,0.25,beta_A,7,0.6679023772036511,0.6521760461760461,0.6386688005388,364,57,81,0.5719602959496635,0.5482801198959351,0.6144801378250122,outer_holdout_beta_A
weight_0140,grid,0.55,0.25,0.2,beta_A,7,0.6018288740705465,0.6637458619811561,0.5927457084503539,374,108,71,0.47331210545131136,0.32099711894989014,0.5459192395210266,outer_holdout_beta_A
weight_0141,grid,0.55,0.30000000000000004,0.15000000000000002,beta_A,7,0.5747041690052396,0.6561064425770308,0.5799169072615655,368,111,77,0.44361956630434307,0.2835395336151123,0.5173099040985107,outer_holdout_beta_A
weight_0142,grid,0.55,0.35000000000000003,0.1,beta_A,7,0.5402276833733383,0.7012014260249554,0.585019051937333,400,152,45,0.3233621971947806,0.2610167860984802,0.47960129380226135,outer_holdout_beta_A
weight_0143,grid,0.55,0.4,0.05,beta_A,7,0.5556307884599623,0.6912599949070538,0.5910235951348107,392,135,53,0.31976838197026936,0.277586966753006,0.4697292745113373,outer_holdout_beta_A
weight_0144,grid,0.6000000000000001,0.05,0.35000000000000003,beta_A,7,0.6801234059660333,0.6464617604617605,0.6414265409611586,359,50,86,0.7042353408677238,0.690295398235321,0.7437773942947388,outer_holdout_beta_A
weight_0145,grid,0.6000000000000001,0.1,0.30000000000000004,beta_A,7,0.673969805297575,0.6553370681605976,0.6455536653128039,369,51,76,0.6479574612208775,0.6275207996368408,0.6549766063690186,outer_holdout_beta_A
weight_0146,grid,0.6000000000000001,0.15000000000000002,0.25,beta_A,7,0.6612081298492448,0.6480833545539427,0.6317841919376445,363,59,82,0.5962611181395394,0.5711358785629272,0.6179147958755493,outer_holdout_beta_A
weight_0147,grid,0.6000000000000001,0.2,0.2,beta_A,7,0.6249986740871177,0.6468569730922672,0.602451835534983,361,82,84,0.5195709722382682,0.3458530902862549,0.5975029468536377,outer_holdout_beta_A
weight_0148,grid,0.6000000000000001,0.25,0.15000000000000002,beta_A,7,0.5627329380781431,0.6526615737203973,0.5718237470655291,365,117,80,0.45134662304605755,0.2658468782901764,0.5430678129196167,outer_holdout_beta_A
weight_0149,grid,0.6000000000000001,0.30000000000000004,0.1,beta_A,7,0.535410954255996,0.7009243697478992,0.5796754183243592,400,158,45,0.31157784376825604,0.24571669101715088,0.48840945959091187,outer_holdout_beta_A
