regime,variant,heldout_site,dataset,substation_id,date,confidence,true_day,score,pred_day,threshold,confidence_score,v03_selected_left_slot,v03_selected_right_slot,v03_selected_duration_h,F1_bridge_improvement,F2_roughness_improvement,F3_slope_continuity_improvement,F4_duration_plausibility,F5_n_height_ratio,F6_solar_strength_ratio,F7_solar_peak_alignment,F8_site_centered_core_score,F9_site_rank_core_score,true_start_slot,true_end_slot,true_start_time,true_end_time,pred_start_slot,pred_end_slot,pred_start_time,pred_end_time,day_group,weighted_F1_bridge_improvement,weighted_F2_roughness_improvement,weighted_F3_slope_continuity_improvement,weighted_F4_duration_plausibility,weighted_F5_n_height_ratio,weighted_F6_solar_strength_ratio,weighted_F7_solar_peak_alignment,weighted_F8_site_centered_core_score,weighted_F9_site_rank_core_score,recomputed_score,iou,iou_with_fp_fn_zero,start_error_minutes,end_error_minutes
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_F,beta,beta_F,2024-02-01,sure,False,3.837657711818491,True,3.690327091222695,0.14733062059579582,56,62,1.75,0.3538718205338388,0.030571109235284,0.5284511411798485,1.0,0.1156974606470092,1.0,0.8571428571428572,-0.126724463075978,-0.2841530054644808,,,,,56.0,62.0,14:00,15:30,FP_day,0.3538718205338388,0.045856663852926,0.5284511411798485,1.0,0.1156974606470092,1.0,0.8571428571428572,-0.063362231537989,-0.0,3.837657711818491,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_F,beta,beta_F,2024-02-18,sure,False,3.8857614932313824,True,3.690327091222695,0.19543440200868734,46,52,1.75,0.389056002015104,-0.0011357228156737,0.7193328348664667,1.0,0.0243310125442046,1.0,0.7857142857142857,-0.0619381153703361,-0.1202185792349727,,,,,46.0,52.0,11:30,13:00,FP_day,0.389056002015104,-0.00170358422351055,0.7193328348664667,1.0,0.0243310125442046,1.0,0.7857142857142857,-0.03096905768516805,-0.0,3.8857614932313824,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_F,beta,beta_F,2024-03-05,sure,False,4.457829747951304,True,3.690327091222695,0.7675026567286087,53,67,3.75,0.6805053567010778,-0.025452528301481,0.5882473616842682,1.0,0.3784075098908291,1.0,0.8571428571428572,-0.0165890900310134,-0.0491803278688525,,,,,53.0,67.0,13:15,16:45,FP_day,0.6805053567010778,-0.0381787924522215,0.5882473616842682,1.0,0.3784075098908291,1.0,0.8571428571428572,-0.0082945450155067,-0.0,4.457829747951304,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_F,beta,beta_F,2024-03-17,sure,False,3.8462818201792177,True,3.690327091222695,0.15595472895652263,46,48,0.75,0.7465470229529894,0.0210147875596764,0.6059747222449519,0.5,0.0,0.9488263815449762,1.0,0.0268230241935707,0.0819672131147541,,,,,46.0,48.0,11:30,12:00,FP_day,0.7465470229529894,0.0315221813395146,0.6059747222449519,0.5,0.0,0.9488263815449762,1.0,0.01341151209678535,0.0,3.8462818201792177,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_F,beta,beta_F,2024-03-18,sure,False,4.233113197374589,True,3.690327091222695,0.5427861061518939,58,61,1.0,0.9761587823414964,0.1291091702376244,0.4790486406431642,0.6666666666666666,0.0103335266613804,0.8944145892455004,0.9642857142857144,0.0970830443484599,0.2950819672131148,,,,,58.0,61.0,14:30,15:15,FP_day,0.9761587823414964,0.1936637553564366,0.4790486406431642,0.6666666666666666,0.0103335266613804,0.8944145892455004,0.9642857142857144,0.04854152217422995,0.0,4.233113197374589,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_F,beta,beta_F,2024-03-24,sure,True,3.166946159173758,False,3.690327091222695,0.5233809320489371,41,55,3.75,0.4510662918536776,0.0326863556524407,0.491524348914445,1.0,0.1568624907911263,1.0,0.0714285714285714,-0.1059301545854473,-0.2349726775956284,43.0,64.0,10:45,16:00,41.0,55.0,10:15,13:45,FN_day,0.4510662918536776,0.04902953347866105,0.491524348914445,1.0,0.1568624907911263,1.0,0.0714285714285714,-0.05296507729272365,-0.0,3.166946159173758,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_F,beta,beta_F,2024-04-21,sure,False,4.353544426739303,True,3.690327091222695,0.6632173355166078,49,56,2.0,0.8533063940871657,0.0744066677636323,0.3360801567669043,1.0,0.147989520304269,0.945151679909668,0.9642857142857144,-0.0097580805197343,-0.0382513661202186,,,,,49.0,56.0,12:15,14:00,FP_day,0.8533063940871657,0.11161000164544846,0.3360801567669043,1.0,0.147989520304269,0.945151679909668,0.9642857142857144,-0.00487904025986715,-0.0,4.353544426739303,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_F,beta,beta_F,2024-05-03,sure,False,3.9511686818613465,True,3.690327091222695,0.2608415906386514,40,50,2.75,0.7542959375373252,0.0333172709689601,0.229748630877953,1.0,0.128958250358996,0.9769980362895528,0.8571428571428572,-0.0919018735975557,-0.1967213114754098,,,,,40.0,50.0,10:00,12:30,FP_day,0.7542959375373252,0.049975906453440154,0.229748630877953,1.0,0.128958250358996,0.9769980362895528,0.8571428571428572,-0.04595093679877785,-0.0,3.9511686818613465,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_F,beta,beta_F,2024-06-05,sure,False,4.149370679405042,True,3.690327091222695,0.4590435881823467,45,49,1.25,0.5830379726704348,0.0098065245277038,0.7653206798999378,0.8333333333333334,0.0,0.942119287222918,1.0,0.0216992389737236,0.0601092896174864,,,,,45.0,49.0,11:15,12:15,FP_day,0.5830379726704348,0.014709786791555698,0.7653206798999378,0.8333333333333334,0.0,0.942119287222918,1.0,0.0108496194868618,0.0,4.149370679405042,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_F,beta,beta_F,2024-06-08,sure,False,3.9044624783237705,True,3.690327091222695,0.21413538710107538,47,52,1.5,0.7251720386039167,0.0157475906241089,0.2944956311646689,1.0,0.0370869505287583,0.9741713625304887,0.8928571428571429,-0.0858840665947369,-0.174863387978142,,,,,47.0,52.0,11:45,13:00,FP_day,0.7251720386039167,0.02362138593616335,0.2944956311646689,1.0,0.0370869505287583,0.9741713625304887,0.8928571428571429,-0.04294203329736845,-0.0,3.9044624783237705,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_F,beta,beta_F,2024-06-20,sure,True,2.801182417399108,False,3.690327091222695,0.8891446738235871,51,54,1.0,0.5550963141356776,0.006420461942043,0.2833331957666403,0.6666666666666666,0.0,0.8968727483534354,0.4642857142857143,-0.1494058294441815,-0.3224043715846995,46.0,54.0,11:30,13:30,51.0,54.0,12:45,13:30,FN_day,0.5550963141356776,0.009630692913064499,0.2833331957666403,0.6666666666666666,0.0,0.8968727483534354,0.4642857142857143,-0.07470291472209074,-0.0,2.801182417399108,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_F,beta,beta_F,2024-07-14,sure,True,3.118470791788859,False,3.690327091222695,0.5718562994338359,47,52,1.5,0.3205208312879533,0.0014777742433429,0.1081851181951724,1.0,0.0099335655872205,1.0,0.8214285714285714,-0.2876279121501456,-0.4590163934426229,47.0,53.0,11:45,13:15,47.0,52.0,11:45,13:00,FN_day,0.3205208312879533,0.00221666136501435,0.1081851181951724,1.0,0.0099335655872205,1.0,0.8214285714285714,-0.1438139560750728,-0.0,3.118470791788859,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_F,beta,beta_F,2024-07-17,sure,True,3.165493131548275,False,3.690327091222695,0.52483395967442,44,47,1.0,0.4025478998942867,0.0279637855999056,0.220078076753974,0.6666666666666666,0.0184860349079812,0.9585626769612504,0.9642857142857144,-0.214159232642913,-0.4043715846994535,43.0,48.0,10:45,12:00,44.0,47.0,11:00,11:45,FN_day,0.4025478998942867,0.041945678399858397,0.220078076753974,0.6666666666666666,0.0184860349079812,0.9585626769612504,0.9642857142857144,-0.1070796163214565,-0.0,3.165493131548275,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_F,beta,beta_F,2024-07-18,sure,False,4.507011893072066,True,3.690327091222695,0.8166848018493713,43,50,2.0,0.7111945364076551,0.0056572479975938,0.8492866580724522,1.0,0.0575714438263576,0.9421044095286012,0.8928571428571429,0.0910236607669319,0.2513661202185793,,,,,43.0,50.0,10:45,12:30,FP_day,0.7111945364076551,0.0084858719963907,0.8492866580724522,1.0,0.0575714438263576,0.9421044095286012,0.8928571428571429,0.04551183038346595,0.0,4.507011893072066,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_F,beta,beta_F,2024-08-02,sure,False,4.43961786764173,True,3.690327091222695,0.7492907764190351,47,55,2.25,0.5946246092240381,0.0644265932112023,0.7231302229487966,1.0,0.1023613155990317,0.9794380739471098,0.9285714285714286,0.0297046550690438,0.092896174863388,,,,,47.0,55.0,11:45,13:45,FP_day,0.5946246092240381,0.09663988981680344,0.7231302229487966,1.0,0.1023613155990317,0.9794380739471098,0.9285714285714286,0.0148523275345219,0.0,4.43961786764173,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_F,beta,beta_F,2024-08-17,sure,False,3.990624834845,True,3.690327091222695,0.3002977436223051,41,60,5.0,0.7795298663114442,-0.0088617511866789,0.3369588366252289,1.0,0.2397640815214017,1.0,0.6785714285714286,-0.0618135028089704,-0.1147540983606557,,,,,41.0,60.0,10:15,15:00,FP_day,0.7795298663114442,-0.01329262678001835,0.3369588366252289,1.0,0.2397640815214017,1.0,0.6785714285714286,-0.0309067514044852,-0.0,3.9906248348449997,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_G,beta,beta_G,2023-10-18,sure,False,3.979110051969078,True,3.68627357302582,0.2928364789432578,50,66,4.25,0.3503753128089584,0.2033694515121392,0.5480419125747916,1.0,0.1504152497357479,0.8892010273575623,0.5714285714285714,0.3291876015904755,0.453551912568306,,,,,50.0,66.0,12:30,16:30,FP_day,0.3503753128089584,0.3050541772682088,0.5480419125747916,1.0,0.1504152497357479,0.8892010273575623,0.5714285714285714,0.16459380079523775,0.0,3.979110051969078,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_G,beta,beta_G,2023-11-06,sure,False,4.179635808121054,True,3.68627357302582,0.4933622350952338,43,54,3.0,0.5605922430867434,0.0754911579985215,0.5636462553744553,1.0,0.1410065368597309,0.8702364050797993,0.75,0.3618352614450859,0.5464480874316939,,,,,43.0,54.0,10:45,13:30,FP_day,0.5605922430867434,0.11323673699778225,0.5636462553744553,1.0,0.1410065368597309,0.8702364050797993,0.75,0.18091763072254294,0.0,4.179635808121054,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_G,beta,beta_G,2023-11-09,sure,False,4.1710430691740905,True,3.68627357302582,0.4847694961482705,49,57,2.25,0.4759298147006149,0.0385744677330442,0.4491295197737199,1.0,0.1894108542768459,1.0,0.8571428571428572,0.2831366433609721,0.3879781420765027,,,,,49.0,57.0,12:15,14:15,FP_day,0.4759298147006149,0.0578617015995663,0.4491295197737199,1.0,0.1894108542768459,1.0,0.8571428571428572,0.14156832168048605,0.0,4.1710430691740905,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_G,beta,beta_G,2023-11-15,sure,True,3.543800093110184,False,3.68627357302582,0.14247347991563597,37,58,5.5,0.8044167310017394,-0.0008178941051706,-0.0453060452290675,1.0,0.0,1.0,0.6785714285714286,0.2146896398476795,0.278688524590164,37.0,56.0,09:15,14:00,37.0,58.0,09:15,14:30,FN_day,0.8044167310017394,-0.0012268411577559,-0.0453060452290675,1.0,0.0,1.0,0.6785714285714286,0.10734481992383975,0.0,3.543800093110184,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_G,beta,beta_G,2023-11-16,sure,True,3.5378876223149187,False,3.68627357302582,0.14838595071090133,40,59,5.0,0.7734726678886,-0.0968974405366961,-0.0658467887117317,1.0,0.0,1.0,0.8928571428571429,0.1655015221719032,0.2131147540983606,40.0,53.0,10:00,13:15,40.0,59.0,10:00,14:45,FN_day,0.7734726678886,-0.14534616080504414,-0.0658467887117317,1.0,0.0,1.0,0.8928571428571429,0.0827507610859516,0.0,3.5378876223149187,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_G,beta,beta_G,2023-11-17,sure,False,4.174077910867615,True,3.68627357302582,0.48780433784179467,54,67,3.5,0.244831980065641,0.0528121308653365,0.6054375774528591,1.0,0.3078937438446699,0.84093439621083,0.9642857142857144,0.2629526054197913,0.355191256830601,,,,,54.0,67.0,13:30,16:45,FP_day,0.244831980065641,0.07921819629800475,0.6054375774528591,1.0,0.3078937438446699,0.84093439621083,0.9642857142857144,0.13147630270989566,0.0,4.174077910867615,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_G,beta,beta_G,2023-11-21,sure,True,3.434620112538932,False,3.68627357302582,0.25165346048688786,55,64,2.5,0.2856848941288951,-0.0445149408502288,0.1786016229034766,1.0,0.0933242465818143,1.0,0.8928571428571429,0.1018492346858934,0.1420765027322403,44.0,63.0,11:00,15:45,55.0,64.0,13:45,16:00,FN_day,0.2856848941288951,-0.0667724112753432,0.1786016229034766,1.0,0.0933242465818143,1.0,0.8928571428571429,0.0509246173429467,0.0,3.434620112538932,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_G,beta,beta_G,2023-12-02,sure,False,3.6881579509563065,True,3.68627357302582,0.0018843779304864583,47,50,1.0,0.7540620940263143,0.0147655159981784,0.1473382105688616,0.6666666666666666,0.0,1.0,0.9642857142857144,0.2673139828229638,0.360655737704918,,,,,47.0,50.0,11:45,12:30,FP_day,0.7540620940263143,0.022148273997267598,0.1473382105688616,0.6666666666666666,0.0,1.0,0.9642857142857144,0.1336569914114819,0.0,3.6881579509563065,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_G,beta,beta_G,2023-12-30,sure,True,3.5733717386310344,False,3.68627357302582,0.11290183439478563,39,51,3.25,0.5917154127311474,0.0139295192997145,0.0186134398483353,1.0,0.0,1.0,0.8571428571428572,0.1700114999182448,0.2240437158469945,38.0,48.0,09:30,12:00,39.0,51.0,09:45,12:45,FN_day,0.5917154127311474,0.02089427894957175,0.0186134398483353,1.0,0.0,1.0,0.8571428571428572,0.0850057499591224,0.0,3.5733717386310344,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_G,beta,beta_G,2024-03-22,sure,False,4.711183993095264,True,3.68627357302582,1.0249104200694439,53,66,3.5,0.4346026281474981,0.0690198807500665,0.8230276563983517,1.0,0.2797508248256773,0.9753448708795848,0.8928571428571429,0.4041420977238179,0.6174863387978142,,,,,53.0,66.0,13:15,16:30,FP_day,0.4346026281474981,0.10352982112509976,0.8230276563983517,1.0,0.2797508248256773,0.9753448708795848,0.8928571428571429,0.20207104886190894,0.0,4.711183993095264,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_G,beta,beta_G,2024-04-08,sure,False,4.182057868963523,True,3.68627357302582,0.4957842959377028,38,61,6.0,0.2274655902504331,0.0475738014385634,0.6636406147058969,1.0,0.1893244632804664,1.0,0.8928571428571429,0.2748187114234769,0.3770491803278688,,,,,38.0,61.0,09:30,15:15,FP_day,0.2274655902504331,0.0713607021578451,0.6636406147058969,1.0,0.1893244632804664,1.0,0.8928571428571429,0.13740935571173846,0.0,4.182057868963523,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_G,beta,beta_G,2024-04-10,sure,False,4.140985709420099,True,3.68627357302582,0.4547121363942792,37,62,6.5,0.4765026000434739,0.0418766413134893,0.737020293942444,1.0,0.210166195315742,1.0,0.4642857142857143,0.3803918877249815,0.5792349726775956,,,,,37.0,62.0,09:15,15:30,FP_day,0.4765026000434739,0.06281496197023395,0.737020293942444,1.0,0.210166195315742,1.0,0.4642857142857143,0.19019594386249075,0.0,4.140985709420099,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_G,beta,beta_G,2024-05-19,sure,False,4.141377904651495,True,3.68627357302582,0.4551043316256753,46,58,3.25,0.9500021824862996,0.0814857757239226,0.0500872942470051,1.0,0.0721202485625598,1.0,0.7857142857142857,0.3224504601109216,0.4426229508196722,,,,,46.0,58.0,11:30,14:30,FP_day,0.9500021824862996,0.1222286635858839,0.0500872942470051,1.0,0.0721202485625598,1.0,0.7857142857142857,0.1612252300554608,0.0,4.1413779046514945,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_G,beta,beta_G,2024-06-16,sure,True,3.526206921559348,False,3.68627357302582,0.16006665146647192,44,55,3.0,0.0260753446535166,-0.0479483472120749,0.5881845645813268,1.0,0.0718795272239452,0.9437849147451448,0.8928571428571429,0.1506958966327686,0.1857923497267759,44.0,55.0,11:00,13:45,44.0,55.0,11:00,13:45,FN_day,0.0260753446535166,-0.07192252081811235,0.5881845645813268,1.0,0.0718795272239452,0.9437849147451448,0.8928571428571429,0.0753479483163843,0.0,3.526206921559348,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_G,beta,beta_G,2024-06-28,sure,True,3.3429506475362523,False,3.68627357302582,0.3433229254895678,47,56,2.5,0.136869446507367,-0.0267159052231407,0.466052800754564,1.0,0.0353579577089972,0.91774722208098,0.75,0.1539941566381092,0.2021857923497267,46.0,56.0,11:30,14:00,47.0,56.0,11:45,14:00,FN_day,0.136869446507367,-0.04007385783471105,0.466052800754564,1.0,0.0353579577089972,0.91774722208098,0.75,0.0769970783190546,0.0,3.3429506475362523,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_G,beta,beta_G,2024-08-18,sure,False,3.9906871760721514,True,3.68627357302582,0.30441360304633136,41,53,3.25,0.9169298674637708,0.01658468079684,0.0034423332468105,1.0,0.051172928792959,1.0,0.8571428571428572,0.2742443364609863,0.3715846994535519,,,,,41.0,53.0,10:15,13:15,FP_day,0.9169298674637708,0.024877021195260002,0.0034423332468105,1.0,0.051172928792959,1.0,0.8571428571428572,0.13712216823049314,0.0,3.9906871760721505,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_G,beta,beta_G,2024-08-19,sure,False,3.9412355153457823,True,3.68627357302582,0.2549619423199623,37,61,6.25,0.5331695282255144,-0.0760322369180819,0.4773195863801682,1.0,0.1223749694757476,1.0,0.7857142857142857,0.2734110018543794,0.3661202185792349,,,,,37.0,61.0,09:15,15:15,FP_day,0.5331695282255144,-0.11404835537712285,0.4773195863801682,1.0,0.1223749694757476,1.0,0.7857142857142857,0.1367055009271897,0.0,3.9412355153457823,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_G,beta,beta_G,2024-08-21,sure,False,4.215958512785833,True,3.68627357302582,0.529684939760013,39,59,5.25,0.562453702953671,-0.0146810573313002,0.648980435067953,1.0,0.1318387117144683,1.0,0.7142857142857143,0.3608430695219538,0.540983606557377,,,,,39.0,59.0,09:45,14:45,FP_day,0.562453702953671,-0.0220215859969503,0.648980435067953,1.0,0.1318387117144683,1.0,0.7142857142857143,0.1804215347609769,0.0,4.215958512785833,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_G,beta,beta_G,2024-08-22,sure,False,4.451127089124437,True,3.68627357302582,0.7648535160986172,44,61,4.5,0.3645484735527121,0.1147706538292361,0.726484283438411,1.0,0.1845798568449062,1.0,0.8214285714285714,0.3638598462319655,0.5519125683060109,,,,,44.0,61.0,11:00,15:15,FP_day,0.3645484735527121,0.17215598074385413,0.726484283438411,1.0,0.1845798568449062,1.0,0.8214285714285714,0.18192992311598274,0.0,4.451127089124437,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_G,beta,beta_G,2024-08-23,sure,False,4.241342297705076,True,3.68627357302582,0.555068724679256,38,62,6.25,0.4922001754191793,-0.0243230547724988,0.6412730135343148,1.0,0.1928183615199558,1.0,0.7857142857142857,0.3316420873521775,0.459016393442623,,,,,38.0,62.0,09:30,15:30,FP_day,0.4922001754191793,-0.036484582158748204,0.6412730135343148,1.0,0.1928183615199558,1.0,0.7857142857142857,0.16582104367608874,0.0,4.241342297705076,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_G,beta,beta_G,2024-08-24,sure,False,4.704266697891578,True,3.68627357302582,1.0179931248657579,51,62,3.0,0.5560340747626876,0.0833149493227587,0.7668919723370766,1.0,0.1481748965675231,1.0,0.8928571428571429,0.4306723747660201,0.6612021857923498,,,,,51.0,62.0,12:45,15:30,FP_day,0.5560340747626876,0.12497242398413805,0.7668919723370766,1.0,0.1481748965675231,1.0,0.8928571428571429,0.21533618738301005,0.0,4.704266697891578,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_G,beta,beta_G,2024-09-12,sure,False,4.196901570155919,True,3.68627357302582,0.5106279971300993,40,55,4.0,0.4411338784484706,0.1074543576954371,0.5714715328118857,1.0,0.1769038776424237,1.0,0.6785714285714286,0.3352786322771102,0.4754098360655738,,,,,40.0,55.0,10:00,13:45,FP_day,0.4411338784484706,0.16118153654315565,0.5714715328118857,1.0,0.1769038776424237,1.0,0.6785714285714286,0.1676393161385551,0.0,4.196901570155919,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_G,beta,beta_G,2024-09-13,sure,False,3.741265246767917,True,3.68627357302582,0.054991673742097014,35,63,7.25,0.5203140822774502,0.0240412217308624,0.300337777965386,1.0,0.1199495427634385,1.0,0.6428571428571428,0.243489736616412,0.3169398907103824,,,,,35.0,63.0,08:45,15:45,FP_day,0.5203140822774502,0.0360618325962936,0.300337777965386,1.0,0.1199495427634385,1.0,0.6428571428571428,0.121744868308206,0.0,3.741265246767917,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_G,beta,beta_G,2024-09-24,sure,True,3.21352322046895,False,3.68627357302582,0.4727503525568699,38,50,3.25,0.0825168836434031,-0.0240857379383635,0.2877724329189298,1.0,0.1264135121118635,1.0,0.7142857142857143,0.0773265688331689,0.098360655737705,37.0,55.0,09:15,13:45,38.0,50.0,09:30,12:30,FN_day,0.0825168836434031,-0.036128606907545255,0.2877724329189298,1.0,0.1264135121118635,1.0,0.7142857142857143,0.03866328441658445,0.0,3.21352322046895,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_H,beta,beta_H,2023-10-05,sure,True,3.552416360416796,False,3.690327091222695,0.1379107308058991,45,60,4.0,0.0854411232298116,-0.0563152802533361,0.4675691541204225,1.0,0.0380675956512362,1.0,0.8928571428571429,0.305908529876374,0.9234972677595628,47.0,61.0,11:45,15:15,45.0,60.0,11:15,15:00,FN_day,0.0854411232298116,-0.08447292038000415,0.4675691541204225,1.0,0.0380675956512362,1.0,0.8928571428571429,0.152954264938187,0.0,3.552416360416796,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_H,beta,beta_H,2023-11-09,sure,False,3.69829852830305,True,3.690327091222695,0.00797143708035497,47,55,2.25,0.4883245960437483,-0.0090485760999741,0.1701727454007867,1.0,0.0892465389813933,1.0,0.7857142857142857,0.356826452625595,0.9453551912568304,,,,,47.0,55.0,11:45,13:45,FP_day,0.4883245960437483,-0.013572864149961148,0.1701727454007867,1.0,0.0892465389813933,1.0,0.7857142857142857,0.1784132263127975,0.0,3.69829852830305,0.0,0.0,,
R2_beta_loso_plus_alpha,G_b1p0_r1p5_sc0p5,beta_H,beta,beta_H,2024-09-22,sure,False,3.742538122223261,True,3.690327091222695,0.0522110310005659,39,56,4.5,-0.3312654720779724,-0.1488508139638726,0.9144377942851968,1.0,0.2757976232135346,1.0,0.9642857142857144,0.285117366925192,0.9180327868852458,,,,,39.0,56.0,09:45,14:00,FP_day,-0.3312654720779724,-0.2232762209458089,0.9144377942851968,1.0,0.2757976232135346,1.0,0.9642857142857144,0.142558683462596,0.0,3.7425381222232605,0.0,0.0,,
