subset_mask,feature_count,feature_set,feature_set_short,beta_sure_support,beta_sure_positive_support,beta_sure_tp,beta_sure_fp,beta_sure_fn,beta_sure_tn,beta_sure_precision,beta_sure_recall,beta_sure_f1,beta_sure_macro_precision,beta_sure_macro_recall,beta_sure_macro_f1,beta_all_support,beta_all_positive_support,beta_all_tp,beta_all_fp,beta_all_fn,beta_all_tn,beta_all_precision,beta_all_recall,beta_all_f1
250,6,F2_roughness_improvement + F4_duration_plausibility + F5_n_height_ratio + F6_solar_strength_ratio + F7_solar_peak_alignment + F8_substation_centered_core_score,F2+F4+F5+F6+F7+F8,2310,471,405,137,66,1702,0.7472324723247232,0.8598726114649682,0.7996051332675221,0.5620611833284317,0.7439319667260844,0.6048203001635168,2928,630,503,251,127,2047,0.6671087533156499,0.7984126984126985,0.726878612716763
359,6,F1_bridge_improvement + F2_roughness_improvement + F3_slope_continuity_improvement + F6_solar_strength_ratio + F7_solar_peak_alignment + F9_substation_rank_core_score,F1+F2+F3+F6+F7+F9,2310,471,420,161,51,1678,0.7228915662650602,0.89171974522293,0.7984790874524715,0.543565993291345,0.816655971479501,0.6124833390698139,2928,630,528,323,102,1975,0.6204465334900118,0.8380952380952381,0.7130317353139771
473,6,F1_bridge_improvement + F4_duration_plausibility + F5_n_height_ratio + F7_solar_peak_alignment + F8_substation_centered_core_score + F9_substation_rank_core_score,F1+F4+F5+F7+F8+F9,2310,471,406,140,65,1699,0.7435897435897436,0.861995753715499,0.7984267453294003,0.5660584987122306,0.8105323826500297,0.6186342795559303,2928,630,511,271,119,2027,0.6534526854219949,0.8111111111111111,0.7237960339943342
193,3,F1_bridge_improvement + F7_solar_peak_alignment + F8_substation_centered_core_score,F1+F7+F8,2310,471,429,175,42,1664,0.7102649006622517,0.910828025477707,0.798139534883721,0.5311559578169167,0.8008153594771241,0.6090468634899182,2928,630,538,359,92,1939,0.5997770345596433,0.8539682539682539,0.704649639816634
395,5,F1_bridge_improvement + F2_roughness_improvement + F4_duration_plausibility + F8_substation_centered_core_score + F9_substation_rank_core_score,F1+F2+F4+F8+F9,2310,471,421,163,50,1676,0.7208904109589042,0.8938428874734607,0.7981042654028436,0.5362143965337938,0.8240778371954842,0.5986358739342105,2928,630,528,326,102,1972,0.6182669789227166,0.8380952380952381,0.7115902964959568
19,3,F1_bridge_improvement + F2_roughness_improvement + F5_n_height_ratio,F1+F2+F5,2310,471,419,160,52,1679,0.7236614853195165,0.8895966029723992,0.7980952380952382,0.5437050687900267,0.7251246286393345,0.5881262123951962,2928,630,528,364,102,1934,0.5919282511210763,0.8380952380952381,0.6938239159001315
234,5,F2_roughness_improvement + F4_duration_plausibility + F6_solar_strength_ratio + F7_solar_peak_alignment + F8_substation_centered_core_score,F2+F4+F6+F7+F8,2310,471,417,157,54,1682,0.7264808362369338,0.8853503184713376,0.7980861244019138,0.5541807039910354,0.8194836601307189,0.6080182502353992,2928,630,516,276,114,2022,0.6515151515151515,0.819047619047619,0.7257383966244725
505,7,F1_bridge_improvement + F4_duration_plausibility + F5_n_height_ratio + F6_solar_strength_ratio + F7_solar_peak_alignment + F8_substation_centered_core_score + F9_substation_rank_core_score,F1+F4+F5+F6+F7+F8+F9,2310,471,399,130,72,1709,0.7542533081285444,0.8471337579617835,0.798,0.5727180936166305,0.8035609031491384,0.6190352382747937,2928,630,501,255,129,2043,0.6626984126984127,0.7952380952380952,0.7229437229437229
202,4,F2_roughness_improvement + F4_duration_plausibility + F7_solar_peak_alignment + F8_substation_centered_core_score,F2+F4+F7+F8,2310,471,422,165,49,1674,0.7189097103918228,0.8959660297239915,0.7977315689981095,0.5472608777538581,0.8237563874034461,0.6111772923604408,2928,630,525,291,105,2007,0.6433823529411765,0.8333333333333334,0.7261410788381744
471,7,F1_bridge_improvement + F2_roughness_improvement + F3_slope_continuity_improvement + F5_n_height_ratio + F7_solar_peak_alignment + F8_substation_centered_core_score + F9_substation_rank_core_score,F1+F2+F3+F5+F7+F8+F9,2310,471,414,154,57,1685,0.7288732394366197,0.8789808917197452,0.796920115495669,0.5505407438968452,0.8129328579916815,0.6131372289575419,2928,630,519,298,111,2000,0.6352509179926561,0.8238095238095238,0.7173462335867313
399,6,F1_bridge_improvement + F2_roughness_improvement + F3_slope_continuity_improvement + F4_duration_plausibility + F8_substation_centered_core_score + F9_substation_rank_core_score,F1+F2+F3+F4+F8+F9,2310,471,412,151,59,1688,0.7317939609236235,0.8747346072186837,0.7969052224371374,0.5504932378896696,0.8076197266785502,0.608360364295613,2928,630,515,304,115,1994,0.6288156288156288,0.8174603174603174,0.7108350586611456
199,5,F1_bridge_improvement + F2_roughness_improvement + F3_slope_continuity_improvement + F7_solar_peak_alignment + F8_substation_centered_core_score,F1+F2+F3+F7+F8,2310,471,419,162,52,1677,0.7211703958691911,0.8895966029723992,0.7965779467680608,0.5428934227493076,0.7583502673796791,0.6064515577793466,2928,630,523,340,107,1958,0.6060254924681344,0.8301587301587302,0.7006028131279303
138,3,F2_roughness_improvement + F4_duration_plausibility + F8_substation_centered_core_score,F2+F4+F8,2310,471,428,176,43,1663,0.7086092715231788,0.9087048832271762,0.7962790697674418,0.5280482874968169,0.8003287284610814,0.5949081566215133,2928,630,536,325,94,1973,0.6225319396051103,0.8507936507936508,0.7189805499664655
265,3,F1_bridge_improvement + F4_duration_plausibility + F9_substation_rank_core_score,F1+F4+F9,2310,471,428,176,43,1663,0.7086092715231788,0.9087048832271762,0.7962790697674418,0.5355607398959323,0.8320047534165181,0.6038491753222632,2928,630,542,363,88,1935,0.5988950276243094,0.8603174603174604,0.7061889250814333
49,3,F1_bridge_improvement + F5_n_height_ratio + F6_solar_strength_ratio,F1+F5+F6,2310,471,408,146,63,1693,0.7364620938628159,0.8662420382165605,0.7960975609756098,0.5408463403764155,0.7158073380867498,0.5846920938891111,2928,630,513,345,117,1953,0.5979020979020979,0.8142857142857143,0.6895161290322581
381,7,F1_bridge_improvement + F3_slope_continuity_improvement + F4_duration_plausibility + F5_n_height_ratio + F6_solar_strength_ratio + F7_solar_peak_alignment + F9_substation_rank_core_score,F1+F3+F4+F5+F6+F7+F9,2310,471,402,137,69,1702,0.7458256029684601,0.8535031847133758,0.796039603960396,0.5722688881588369,0.7991978609625668,0.6208308446970517,2928,630,499,271,131,2027,0.6480519480519481,0.792063492063492,0.712857142857143
509,8,F1_bridge_improvement + F3_slope_continuity_improvement + F4_duration_plausibility + F5_n_height_ratio + F6_solar_strength_ratio + F7_solar_peak_alignment + F8_substation_centered_core_score + F9_substation_rank_core_score,F1+F3+F4+F5+F6+F7+F8+F9,2310,471,392,122,79,1717,0.7626459143968871,0.832271762208068,0.7959390862944162,0.5872357059215212,0.7868544266191325,0.6257124852311831,2928,630,487,236,143,2062,0.673582295988935,0.773015873015873,0.7198817442719883
65,2,F1_bridge_improvement + F7_solar_peak_alignment,F1+F7,2310,471,454,216,17,1623,0.6776119402985075,0.9639065817409767,0.7957931638913235,0.5005220001447452,0.7956176470588235,0.5941007946948604,2928,630,577,453,53,1845,0.5601941747572815,0.9158730158730158,0.6951807228915662
431,7,F1_bridge_improvement + F2_roughness_improvement + F3_slope_continuity_improvement + F4_duration_plausibility + F6_solar_strength_ratio + F8_substation_centered_core_score + F9_substation_rank_core_score,F1+F2+F3+F4+F6+F8+F9,2310,471,415,157,56,1682,0.7255244755244755,0.881104033970276,0.7957813998082455,0.5502140378099808,0.8140516934046346,0.6130468001729468,2928,630,520,316,110,1982,0.6220095693779905,0.8253968253968254,0.7094133697135061
153,4,F1_bridge_improvement + F4_duration_plausibility + F5_n_height_ratio + F8_substation_centered_core_score,F1+F4+F5+F8,2310,471,444,201,27,1638,0.6883720930232559,0.9426751592356688,0.7956989247311829,0.5031740812072285,0.8162716874628639,0.5905428702609117,2928,630,564,435,66,1863,0.5645645645645646,0.8952380952380953,0.6924493554327809
263,4,F1_bridge_improvement + F2_roughness_improvement + F3_slope_continuity_improvement + F9_substation_rank_core_score,F1+F2+F3+F9,2310,471,416,159,55,1680,0.7234782608695652,0.8832271762208068,0.7954110898661567,0.5323540702272964,0.7509723707664884,0.592995548882457,2928,630,525,332,105,1966,0.6126021003500584,0.8333333333333334,0.7061197041022191
365,6,F1_bridge_improvement + F3_slope_continuity_improvement + F4_duration_plausibility + F6_solar_strength_ratio + F7_solar_peak_alignment + F9_substation_rank_core_score,F1+F3+F4+F6+F7+F9,2310,471,381,106,90,1733,0.7823408624229979,0.8089171974522293,0.7954070981210857,0.5971945559020745,0.7708871063576945,0.6313633831766763,2928,630,474,221,156,2077,0.6820143884892086,0.7523809523809524,0.7154716981132075
319,7,F1_bridge_improvement + F2_roughness_improvement + F3_slope_continuity_improvement + F4_duration_plausibility + F5_n_height_ratio + F6_solar_strength_ratio + F9_substation_rank_core_score,F1+F2+F3+F4+F5+F6+F9,2310,471,414,156,57,1683,0.7263157894736842,0.8789808917197452,0.7953890489913545,0.5431998507261574,0.7534548425430778,0.5974632697758337,2928,630,521,310,109,1988,0.6269554753309265,0.8269841269841269,0.7132101300479123
327,5,F1_bridge_improvement + F2_roughness_improvement + F3_slope_continuity_improvement + F7_solar_peak_alignment + F9_substation_rank_core_score,F1+F2+F3+F7+F9,2310,471,412,153,59,1686,0.7292035398230089,0.8747346072186837,0.7953667953667954,0.547445898501567,0.805708853238265,0.6068607989062176,2928,630,515,306,115,1992,0.6272838002436053,0.8174603174603174,0.709855272226051
101,4,F1_bridge_improvement + F3_slope_continuity_improvement + F6_solar_strength_ratio + F7_solar_peak_alignment,F1+F3+F6+F7,2310,471,456,220,15,1619,0.6745562130177515,0.9681528662420382,0.7951176983435048,0.5080018282106443,0.7976319073083779,0.6019915025100165,2928,630,583,477,47,1821,0.55,0.9253968253968254,0.6899408284023669
427,6,F1_bridge_improvement + F2_roughness_improvement + F4_duration_plausibility + F6_solar_strength_ratio + F8_substation_centered_core_score + F9_substation_rank_core_score,F1+F2+F4+F6+F8+F9,2310,471,419,164,52,1675,0.7186963979416809,0.8895966029723992,0.7950664136622391,0.5370583993537957,0.8218496732026144,0.5997905456181556,2928,630,527,338,103,1960,0.6092485549132948,0.8365079365079365,0.7050167224080268
205,5,F1_bridge_improvement + F3_slope_continuity_improvement + F4_duration_plausibility + F7_solar_peak_alignment + F8_substation_centered_core_score,F1+F3+F4+F7+F8,2310,471,415,158,56,1681,0.7242582897033158,0.881104033970276,0.7950191570881227,0.543443395477355,0.7558523469994058,0.6059725945125328,2928,630,527,325,103,1973,0.6185446009389671,0.8365079365079365,0.7112010796221322
71,4,F1_bridge_improvement + F2_roughness_improvement + F3_slope_continuity_improvement + F7_solar_peak_alignment,F1+F2+F3+F7,2310,471,438,193,33,1646,0.694136291600634,0.9299363057324841,0.79491833030853,0.4784817963997968,0.7151247771836007,0.5498776868389402,2928,630,552,418,78,1880,0.5690721649484536,0.8761904761904762,0.69
131,3,F1_bridge_improvement + F2_roughness_improvement + F8_substation_centered_core_score,F1+F2+F8,2310,471,436,190,35,1649,0.6964856230031949,0.9256900212314225,0.7948951686417502,0.5154226778297916,0.7786301247771836,0.5935612124509682,2928,630,553,421,77,1877,0.5677618069815195,0.8777777777777778,0.6895261845386534
5,2,F1_bridge_improvement + F3_slope_continuity_improvement,F1+F3,2310,471,434,187,37,1652,0.6988727858293076,0.921443736730361,0.7948717948717949,0.5200569567890545,0.7715154486036839,0.5980608157531782,2928,630,549,416,81,1882,0.5689119170984456,0.8714285714285714,0.6884012539184953
447,8,F1_bridge_improvement + F2_roughness_improvement + F3_slope_continuity_improvement + F4_duration_plausibility + F5_n_height_ratio + F6_solar_strength_ratio + F8_substation_centered_core_score + F9_substation_rank_core_score,F1+F2+F3+F4+F5+F6+F8+F9,2310,471,417,162,54,1677,0.7202072538860104,0.8853503184713376,0.7942857142857144,0.5482814096090187,0.816065953654189,0.6086428643298318,2928,630,522,303,108,1995,0.6327272727272727,0.8285714285714286,0.7175257731958764
463,7,F1_bridge_improvement + F2_roughness_improvement + F3_slope_continuity_improvement + F4_duration_plausibility + F7_solar_peak_alignment + F8_substation_centered_core_score + F9_substation_rank_core_score,F1+F2+F3+F4+F7+F8+F9,2310,471,400,137,71,1702,0.74487895716946,0.8492569002123143,0.7936507936507937,0.5601229496215354,0.7961188354129531,0.6085211466555218,2928,630,499,267,131,2031,0.6514360313315927,0.792063492063492,0.7148997134670487
403,5,F1_bridge_improvement + F2_roughness_improvement + F5_n_height_ratio + F8_substation_centered_core_score + F9_substation_rank_core_score,F1+F2+F5+F8+F9,2310,471,419,166,52,1673,0.7162393162393162,0.8895966029723992,0.7935606060606061,0.5354555967178675,0.8223202614379085,0.5972230057621768,2928,630,526,324,104,1974,0.6188235294117647,0.834920634920635,0.7108108108108108
279,5,F1_bridge_improvement + F2_roughness_improvement + F3_slope_continuity_improvement + F5_n_height_ratio + F9_substation_rank_core_score,F1+F2+F3+F5+F9,2310,471,430,183,41,1656,0.7014681892332789,0.9129511677282378,0.7933579335793358,0.5224676365301365,0.7694548425430778,0.5918594020325278,2928,630,542,362,88,1936,0.5995575221238938,0.8603174603174604,0.7066492829204694
333,5,F1_bridge_improvement + F3_slope_continuity_improvement + F4_duration_plausibility + F7_solar_peak_alignment + F9_substation_rank_core_score,F1+F3+F4+F7+F9,2310,471,380,107,91,1732,0.7802874743326489,0.8067940552016986,0.7933194154488518,0.5940798531445146,0.7660891265597147,0.627562504409365,2928,630,474,224,156,2074,0.6790830945558739,0.7523809523809524,0.713855421686747
154,4,F2_roughness_improvement + F4_duration_plausibility + F5_n_height_ratio + F8_substation_centered_core_score,F2+F4+F5+F8,2310,471,414,159,57,1680,0.7225130890052356,0.8789808917197452,0.793103448275862,0.5333260973760902,0.686827688651218,0.5775626388886509,2928,630,508,276,122,2022,0.6479591836734694,0.8063492063492064,0.7185289957567186
301,5,F1_bridge_improvement + F3_slope_continuity_improvement + F4_duration_plausibility + F6_solar_strength_ratio + F9_substation_rank_core_score,F1+F3+F4+F6+F9,2310,471,396,132,75,1707,0.75,0.8407643312101911,0.7927927927927929,0.5762971478289503,0.7896423054070113,0.6251504082531866,2928,630,491,270,139,2028,0.6452036793692509,0.7793650793650794,0.7059669302659957
435,6,F1_bridge_improvement + F2_roughness_improvement + F5_n_height_ratio + F6_solar_strength_ratio + F8_substation_centered_core_score + F9_substation_rank_core_score,F1+F2+F5+F6+F8+F9,2310,471,415,161,56,1678,0.7204861111111112,0.881104033970276,0.7927411652340018,0.5410507381159212,0.8185769459298871,0.5983104999841591,2928,630,522,314,108,1984,0.6244019138755981,0.8285714285714286,0.7121418826739427
163,4,F1_bridge_improvement + F2_roughness_improvement + F6_solar_strength_ratio + F8_substation_centered_core_score,F1+F2+F6+F8,2310,471,432,187,39,1652,0.6978998384491115,0.9171974522292994,0.7926605504587158,0.5101859053738798,0.7430871954842543,0.5752880703122982,2928,630,547,418,83,1880,0.566839378238342,0.8682539682539683,0.6858934169278997
317,6,F1_bridge_improvement + F3_slope_continuity_improvement + F4_duration_plausibility + F5_n_height_ratio + F6_solar_strength_ratio + F9_substation_rank_core_score,F1+F3+F4+F5+F6+F9,2310,471,376,102,95,1737,0.7866108786610879,0.7983014861995754,0.7924130663856691,0.5935483335789966,0.6947693319752143,0.6065808055211064,2928,630,462,211,168,2087,0.6864784546805349,0.7333333333333333,0.7091327705295473
129,2,F1_bridge_improvement + F8_substation_centered_core_score,F1+F8,2310,471,436,195,35,1644,0.6909667194928685,0.9256900212314225,0.7912885662431942,0.5108698532572079,0.8075729352347,0.5935435896985469,2928,630,553,428,77,1870,0.563710499490316,0.8777777777777778,0.6865301055245189
7,3,F1_bridge_improvement + F2_roughness_improvement + F3_slope_continuity_improvement,F1+F2+F3,2310,471,453,221,18,1618,0.672106824925816,0.9617834394904459,0.7912663755458516,0.4993845848809382,0.7631983065953654,0.5812230239987375,2928,630,573,494,57,1804,0.5370196813495782,0.9095238095238095,0.675309369475545
77,4,F1_bridge_improvement + F3_slope_continuity_improvement + F4_duration_plausibility + F7_solar_peak_alignment,F1+F3+F4+F7,2310,471,432,189,39,1650,0.6956521739130435,0.9171974522292994,0.7912087912087912,0.525285320749452,0.7731613190730837,0.6042326270057268,2928,630,549,405,81,1893,0.5754716981132075,0.8714285714285714,0.6931818181818181
179,5,F1_bridge_improvement + F2_roughness_improvement + F5_n_height_ratio + F6_solar_strength_ratio + F8_substation_centered_core_score,F1+F2+F5+F6+F8,2310,471,411,157,60,1682,0.7235915492957746,0.8726114649681529,0.7911453320500481,0.5404355830591561,0.7175952168746286,0.5823753161938601,2928,630,516,338,114,1960,0.6042154566744731,0.819047619047619,0.6954177897574124
113,4,F1_bridge_improvement + F5_n_height_ratio + F6_solar_strength_ratio + F7_solar_peak_alignment,F1+F5+F6+F7,2310,471,435,194,36,1645,0.6915739268680445,0.9235668789808917,0.7909090909090909,0.5059535501032595,0.7485494652406417,0.5776427480027297,2928,630,555,408,75,1890,0.5763239875389408,0.8809523809523809,0.6967984934086628
497,6,F1_bridge_improvement + F5_n_height_ratio + F6_solar_strength_ratio + F7_solar_peak_alignment + F8_substation_centered_core_score + F9_substation_rank_core_score,F1+F5+F6+F7+F8+F9,2310,471,412,159,59,1680,0.7215411558669002,0.8747346072186837,0.7907869481765833,0.5485856035962773,0.8170029708853238,0.6071440988120144,2928,630,519,308,111,1990,0.6275695284159613,0.8238095238095238,0.7124227865477007
343,6,F1_bridge_improvement + F2_roughness_improvement + F3_slope_continuity_improvement + F5_n_height_ratio + F7_solar_peak_alignment + F9_substation_rank_core_score,F1+F2+F3+F5+F7+F9,2310,471,404,147,67,1692,0.7332123411978222,0.8577494692144374,0.7906066536203522,0.5426642001790023,0.7434833630421865,0.5937628178114636,2928,630,505,287,125,2011,0.6376262626262627,0.8015873015873016,0.710267229254571
507,8,F1_bridge_improvement + F2_roughness_improvement + F4_duration_plausibility + F5_n_height_ratio + F6_solar_strength_ratio + F7_solar_peak_alignment + F8_substation_centered_core_score + F9_substation_rank_core_score,F1+F2+F4+F5+F6+F7+F8+F9,2310,471,404,147,67,1692,0.7332123411978222,0.8577494692144374,0.7906066536203522,0.556324270411085,0.8099584076054664,0.6090685145456723,2928,630,509,287,121,2011,0.6394472361809045,0.807936507936508,0.7138849929873773
339,5,F1_bridge_improvement + F2_roughness_improvement + F5_n_height_ratio + F7_solar_peak_alignment + F9_substation_rank_core_score,F1+F2+F5+F7+F9,2310,471,407,152,64,1687,0.7280858676207513,0.8641188959660298,0.7902912621359224,0.5406160138059076,0.8093790849673203,0.5944086049315976,2928,630,510,310,120,1988,0.6219512195121951,0.8095238095238095,0.7034482758620689
455,6,F1_bridge_improvement + F2_roughness_improvement + F3_slope_continuity_improvement + F7_solar_peak_alignment + F8_substation_centered_core_score + F9_substation_rank_core_score,F1+F2+F3+F7+F8+F9,2310,471,407,152,64,1687,0.7280858676207513,0.8641188959660298,0.7902912621359224,0.5514999591544536,0.8028764111705289,0.6128271106775849,2928,630,510,299,120,1999,0.630407911001236,0.8095238095238095,0.708825573314802
149,4,F1_bridge_improvement + F3_slope_continuity_improvement + F5_n_height_ratio + F8_substation_centered_core_score,F1+F3+F5+F8,2310,471,420,172,51,1667,0.7094594594594594,0.89171974522293,0.7902163687676387,0.5173650679615219,0.7298132798573975,0.578983805717063,2928,630,533,371,97,1927,0.5896017699115044,0.846031746031746,0.6949152542372881
275,4,F1_bridge_improvement + F2_roughness_improvement + F5_n_height_ratio + F9_substation_rank_core_score,F1+F2+F5+F9,2310,471,416,166,55,1673,0.7147766323024055,0.8832271762208068,0.7901234567901235,0.5332861582861583,0.8178942364824717,0.5933678280530642,2928,630,526,327,104,1971,0.6166471277842908,0.834920634920635,0.7093728927848955
197,4,F1_bridge_improvement + F3_slope_continuity_improvement + F7_solar_peak_alignment + F8_substation_centered_core_score,F1+F3+F7+F8,2310,471,438,200,33,1639,0.6865203761755486,0.9299363057324841,0.7899008115419298,0.5083585963563839,0.7811007130124777,0.5910666647342686,2928,630,555,414,75,1884,0.5727554179566563,0.8809523809523809,0.6941838649155722
23,4,F1_bridge_improvement + F2_roughness_improvement + F3_slope_continuity_improvement + F5_n_height_ratio,F1+F2+F3+F5,2310,471,449,217,22,1622,0.6741741741741741,0.9532908704883227,0.7897977132805629,0.4758534469388007,0.7280071301247772,0.554852879560304,2928,630,565,465,65,1833,0.5485436893203883,0.8968253968253969,0.6807228915662651
147,4,F1_bridge_improvement + F2_roughness_improvement + F5_n_height_ratio + F8_substation_centered_core_score,F1+F2+F5+F8,2310,471,420,173,51,1666,0.7082630691399663,0.89171974522293,0.7894736842105263,0.5225519997738577,0.7310586749851455,0.5811585125689154,2928,630,530,372,100,1926,0.5875831485587583,0.8412698412698413,0.6919060052219321
467,6,F1_bridge_improvement + F2_roughness_improvement + F5_n_height_ratio + F7_solar_peak_alignment + F8_substation_centered_core_score + F9_substation_rank_core_score,F1+F2+F5+F7+F8+F9,2310,471,415,166,56,1673,0.7142857142857143,0.881104033970276,0.7889733840304182,0.5332430860441961,0.8176072489601901,0.5915721285078496,2928,630,519,329,111,1969,0.6120283018867925,0.8238095238095238,0.7023004059539919
55,5,F1_bridge_improvement + F2_roughness_improvement + F3_slope_continuity_improvement + F5_n_height_ratio + F6_solar_strength_ratio,F1+F2+F3+F5+F6,2310,471,454,226,17,1613,0.6676470588235294,0.9639065817409767,0.788879235447437,0.46807793814372767,0.7348894830659536,0.5540437619130671,2928,630,575,496,55,1802,0.5368814192343604,0.9126984126984127,0.6760728982951205
329,4,F1_bridge_improvement + F4_duration_plausibility + F7_solar_peak_alignment + F9_substation_rank_core_score,F1+F4+F7+F9,2310,471,408,156,63,1683,0.723404255319149,0.8662420382165605,0.7884057971014493,0.5549443183706458,0.8104979203802734,0.6053764873140537,2928,630,518,319,112,1979,0.6188769414575866,0.8222222222222222,0.7062031356509885
419,5,F1_bridge_improvement + F2_roughness_improvement + F6_solar_strength_ratio + F8_substation_centered_core_score + F9_substation_rank_core_score,F1+F2+F6+F8+F9,2310,471,434,196,37,1643,0.6888888888888889,0.921443736730361,0.7883742052679382,0.5166899896081805,0.838232917409388,0.5924271663549647,2928,630,548,389,82,1909,0.5848452508004269,0.8698412698412699,0.6994256541161455
361,5,F1_bridge_improvement + F4_duration_plausibility + F6_solar_strength_ratio + F7_solar_peak_alignment + F9_substation_rank_core_score,F1+F4+F6+F7+F9,2310,471,409,158,62,1681,0.7213403880070547,0.8683651804670913,0.788053949903661,0.5514273064385724,0.8130475341651813,0.6027285001041773,2928,630,517,321,113,1977,0.616945107398568,0.8206349206349206,0.7043596730245233
355,5,F1_bridge_improvement + F2_roughness_improvement + F6_solar_strength_ratio + F7_solar_peak_alignment + F9_substation_rank_core_score,F1+F2+F6+F7+F9,2310,471,420,175,51,1664,0.7058823529411765,0.89171974522293,0.7879924953095686,0.5317792362535935,0.8232917409387998,0.5983058000866626,2928,630,532,348,98,1950,0.6045454545454545,0.8444444444444444,0.7046357615894039
409,5,F1_bridge_improvement + F4_duration_plausibility + F5_n_height_ratio + F8_substation_centered_core_score + F9_substation_rank_core_score,F1+F4+F5+F8+F9,2310,471,405,152,66,1687,0.7271095152603232,0.8598726114649682,0.7879377431906615,0.5511897885607854,0.8082537136066548,0.6011712799345834,2928,630,510,297,120,2001,0.6319702602230484,0.8095238095238095,0.7098121085594989
17,2,F1_bridge_improvement + F5_n_height_ratio,F1+F5,2310,471,414,166,57,1673,0.7137931034482758,0.8789808917197452,0.7878211227402474,0.5441108274079465,0.7226154188948306,0.5852600061131631,2928,630,520,380,110,1918,0.5777777777777777,0.8253968253968254,0.6797385620915032
369,5,F1_bridge_improvement + F5_n_height_ratio + F6_solar_strength_ratio + F7_solar_peak_alignment + F9_substation_rank_core_score,F1+F5+F6+F7+F9,2310,471,417,171,54,1668,0.7091836734693877,0.8853503184713376,0.7875354107648725,0.5374333394891073,0.8196072489601901,0.5967275717739964,2928,630,529,334,101,1964,0.6129779837775203,0.8396825396825397,0.708640321500335
269,4,F1_bridge_improvement + F3_slope_continuity_improvement + F4_duration_plausibility + F9_substation_rank_core_score,F1+F3+F4+F9,2310,471,396,139,75,1700,0.7401869158878505,0.8407643312101911,0.7872763419483102,0.5640164966088704,0.789399881164587,0.6134377537058028,2928,630,494,282,136,2016,0.6365979381443299,0.7841269841269841,0.7027027027027027
413,6,F1_bridge_improvement + F3_slope_continuity_improvement + F4_duration_plausibility + F5_n_height_ratio + F8_substation_centered_core_score + F9_substation_rank_core_score,F1+F3+F4+F5+F8+F9,2310,471,390,130,81,1709,0.75,0.8280254777070064,0.7870837537840565,0.5670441246638481,0.7498510101010101,0.604192606758289,2928,630,481,255,149,2043,0.6535326086956522,0.7634920634920634,0.7042459736456808
477,7,F1_bridge_improvement + F3_slope_continuity_improvement + F4_duration_plausibility + F5_n_height_ratio + F7_solar_peak_alignment + F8_substation_centered_core_score + F9_substation_rank_core_score,F1+F3+F4+F5+F7+F8+F9,2310,471,390,130,81,1709,0.75,0.8280254777070064,0.7870837537840565,0.5709066134291472,0.7546044266191325,0.6097577127706315,2928,630,485,249,145,2049,0.6607629427792916,0.7698412698412699,0.7111436950146628
487,7,F1_bridge_improvement + F2_roughness_improvement + F3_slope_continuity_improvement + F6_solar_strength_ratio + F7_solar_peak_alignment + F8_substation_centered_core_score + F9_substation_rank_core_score,F1+F2+F3+F6+F7+F8+F9,2310,471,401,147,70,1692,0.7317518248175182,0.851380042462845,0.7870461236506379,0.5547739967805905,0.7976036838978016,0.6107279103569767,2928,630,503,289,127,2009,0.63510101010101,0.7984126984126985,0.7074542897327707
373,6,F1_bridge_improvement + F3_slope_continuity_improvement + F5_n_height_ratio + F6_solar_strength_ratio + F7_solar_peak_alignment + F9_substation_rank_core_score,F1+F3+F5+F6+F7+F9,2310,471,409,160,62,1679,0.718804920913884,0.8683651804670913,0.7865384615384615,0.5529057502484329,0.8075953654188949,0.6115316618191495,2928,630,512,303,118,1995,0.6282208588957056,0.8126984126984127,0.7086505190311418
167,5,F1_bridge_improvement + F2_roughness_improvement + F3_slope_continuity_improvement + F6_solar_strength_ratio + F8_substation_centered_core_score,F1+F2+F3+F6+F8,2310,471,457,235,14,1604,0.6604046242774566,0.970276008492569,0.7858985382631125,0.4849506168944637,0.7988600713012477,0.5778904231556463,2928,630,584,508,46,1790,0.5347985347985348,0.926984126984127,0.6782810685249709
299,5,F1_bridge_improvement + F2_roughness_improvement + F4_duration_plausibility + F6_solar_strength_ratio + F9_substation_rank_core_score,F1+F2+F4+F6+F9,2310,471,400,147,71,1692,0.7312614259597806,0.8492569002123143,0.7858546168958743,0.5526994052224699,0.7997932263814617,0.5946746568102032,2928,630,500,288,130,2010,0.6345177664974619,0.7936507936507936,0.7052186177715092
281,4,F1_bridge_improvement + F4_duration_plausibility + F5_n_height_ratio + F9_substation_rank_core_score,F1+F4+F5+F9,2310,471,398,144,73,1695,0.7343173431734318,0.8450106157112527,0.7857847976307997,0.5549453562003585,0.8020617944147356,0.6000945526605548,2928,630,502,280,128,2018,0.6419437340153452,0.7968253968253968,0.7110481586402266
465,5,F1_bridge_improvement + F5_n_height_ratio + F7_solar_peak_alignment + F8_substation_centered_core_score + F9_substation_rank_core_score,F1+F5+F7+F8+F9,2310,471,412,166,59,1673,0.71280276816609,0.8747346072186837,0.7855100095328885,0.5429164676529542,0.8170029708853238,0.6012191965352567,2928,630,520,315,110,1983,0.6227544910179641,0.8253968253968254,0.7098976109215016
