c_correct,c_keep,n_days,n_rpf,auto_share,review_days,review_share,review_yield,corrected_days,auto_fp,auto_fn,tp,day_precision,day_recall,day_f1,energy_precision,energy_iou,fp_per_station_year,auto_fn_per_station_year,review_days_per_station_year,expected_day_precision,expected_fp,cohort
0.55,0.44999999999999996,2288,470,0.9899475524475524,23,0.010052447552447552,0.30434782608695654,470,39,32,431,0.9170212765957447,0.9170212765957447,0.9170212765957447,0.9260291221770134,0.8890521065335122,6.2258522727272725,5.108391608391608,3.6716564685314688,0.9102719884870358,42.17216541109313,beta
0.555,0.44499999999999995,2288,470,0.9886363636363636,26,0.011363636363636364,0.34615384615384615,467,38,32,429,0.9186295503211992,0.9127659574468086,0.9156883671291356,0.9282153239625778,0.889584740752926,6.066215034965035,5.108391608391608,4.150568181818182,0.9125735676785643,40.82814389411046,beta
0.56,0.43999999999999995,2288,470,0.9881993006993007,27,0.0118006993006993,0.37037037037037035,466,38,32,428,0.9184549356223176,0.9106382978723404,0.9145299145299145,0.9281848424676719,0.8891779615549902,6.066215034965035,5.108391608391608,4.31020541958042,0.9133308508457645,40.387823505873804,beta
0.565,0.43500000000000005,2288,470,0.9881993006993007,27,0.0118006993006993,0.37037037037037035,466,38,32,428,0.9184549356223176,0.9106382978723404,0.9145299145299145,0.9281848424676719,0.8891779615549902,6.066215034965035,5.108391608391608,4.31020541958042,0.9133308508457645,40.387823505873804,beta
0.57,0.43000000000000005,2288,470,0.9868881118881119,30,0.013111888111888112,0.4,465,38,31,427,0.9182795698924732,0.9085106382978724,0.9133689839572193,0.928171202045681,0.8889960403074038,6.066215034965035,4.948754370629371,4.789117132867133,0.9140718263699594,39.956600737968884,beta
0.575,0.42500000000000004,2288,470,0.986013986013986,32,0.013986013986013986,0.375,464,37,31,427,0.9202586206896551,0.9085106382978724,0.9143468950749465,0.9281823961568724,0.8890063094189014,5.9065777972027975,4.948754370629371,5.108391608391608,0.914808476201457,39.528867042523935,beta
0.58,0.42000000000000004,2288,470,0.9851398601398601,34,0.01486013986013986,0.38235294117647056,462,36,31,426,0.922077922077922,0.9063829787234042,0.9141630901287554,0.9284000290345921,0.8891544373208872,5.746940559440559,4.948754370629371,5.427666083916084,0.9162672162252313,38.68454610394318,beta
0.585,0.41500000000000004,2288,470,0.9847027972027972,35,0.015297202797202798,0.4,461,36,31,425,0.9219088937093276,0.9042553191489362,0.9129967776584318,0.9289005233104722,0.888089210326287,5.746940559440559,4.948754370629371,5.587303321678322,0.916992325318201,38.26653802830934,beta
0.59,0.41000000000000003,2288,470,0.9838286713286714,37,0.016171328671328672,0.40540540540540543,461,36,30,425,0.9219088937093276,0.9042553191489362,0.9129967776584318,0.9289005233104722,0.888089210326287,5.746940559440559,4.789117132867133,5.9065777972027975,0.916992325318201,38.26653802830934,beta
0.595,0.405,2288,470,0.9825174825174825,40,0.017482517482517484,0.375,460,35,30,425,0.9239130434782609,0.9042553191489362,0.9139784946236559,0.929052313490183,0.8882279546835993,5.587303321678322,4.789117132867133,6.385489510489511,0.9176999803190876,37.85800905321968,beta
0.6,0.4,2288,470,0.9816433566433567,42,0.018356643356643356,0.38095238095238093,459,34,29,425,0.9259259259259259,0.9042553191489362,0.9149623250807319,0.9291027934451744,0.8882740956257947,5.427666083916084,4.629479895104895,6.704763986013986,0.9183998783595316,37.454455832974965,beta
0.605,0.395,2288,470,0.9812062937062938,43,0.018793706293706292,0.37209302325581395,459,34,29,425,0.9259259259259259,0.9042553191489362,0.9149623250807319,0.9291027934451744,0.8882740956257947,5.427666083916084,4.629479895104895,6.864401223776224,0.9183998783595316,37.454455832974965,beta
0.61,0.39,2288,470,0.9803321678321678,45,0.019667832167832168,0.35555555555555557,458,33,29,425,0.9279475982532751,0.9042553191489362,0.915948275862069,0.9292155707330528,0.8883771783274592,5.268028846153846,4.629479895104895,7.183675699300699,0.9190820784058752,37.060408090109114,beta
0.615,0.385,2288,470,0.979458041958042,47,0.02054195804195804,0.3404255319148936,458,33,29,425,0.9279475982532751,0.9042553191489362,0.915948275862069,0.9292155707330528,0.8883771783274592,5.268028846153846,4.629479895104895,7.502950174825175,0.9190820784058752,37.060408090109114,beta
0.62,0.38,2288,470,0.9790209790209791,48,0.02097902097902098,0.3333333333333333,458,33,29,425,0.9279475982532751,0.9042553191489362,0.915948275862069,0.9292155707330528,0.8883771783274592,5.268028846153846,4.629479895104895,7.6625874125874125,0.9190820784058752,37.060408090109114,beta
0.625,0.375,2288,470,0.9790209790209791,48,0.02097902097902098,0.3333333333333333,458,33,29,425,0.9279475982532751,0.9042553191489362,0.915948275862069,0.9292155707330528,0.8883771783274592,5.268028846153846,4.629479895104895,7.6625874125874125,0.9190820784058752,37.060408090109114,beta
0.63,0.37,2288,470,0.978583916083916,49,0.021416083916083916,0.32653061224489793,458,33,29,425,0.9279475982532751,0.9042553191489362,0.915948275862069,0.9292155707330528,0.8883771783274592,5.268028846153846,4.629479895104895,7.822224650349651,0.9190820784058752,37.060408090109114,beta
0.635,0.365,2288,470,0.9768356643356644,53,0.023164335664335664,0.32075471698113206,456,31,28,425,0.9320175438596491,0.9042553191489362,0.9179265658747301,0.9305686619573809,0.8896138690819885,4.948754370629371,4.4698426573426575,8.460773601398602,0.9203377394727251,36.32599080043732,beta
